Protein A,Protein B
THBS1,FGA
THBS1,FN1
THBS1,HRG
THBS1,IGFBP5
THBS1,ITGB3
THBS1,LAMB3
THBS1,LRP1
THBS1,MMP2
THBS1,MMP9
THBS1,PLG
THBS1,SPARC
THBS1,TFPI
THBS2,MMP2
THBS2,MMP9
THBS3,THBS2
THEG,CCT5
THEM4,AKT1
THOC1,RB1
THOC4,BAT1
THOC4,LEF1
THOC4,MAGOH
THOC5,CSF1R
THOC7,MED8
THOC7,NIF3L1
THOC7,THOC5
THPO,MPL
THRA,AKAP13
THRA,CCND1
THRA,COPS2
THRA,CREB1
THRA,CREBBP
THRA,CUL1
THRA,FUS
THRA,HDAC2
THRA,MED1
THRA,MEF2A
THRA,NCOA6
THRA,NCOR1
THRA,NCOR2
THRA,NR2F1
THRA,OASL
THRA,PML
THRA,POU2F1
THRA,RGN
THRA,RXRA
THRA,RXRB
THRA,TDG
THRA,TRIM24
THRA,YWHAH
THRAP3,YWHAG
THRB,BRD8
THRB,C1D
THRB,CAMK2B
THRB,CCND1
THRB,COPS2
THRB,HDAC2
THRB,HMGN3
THRB,JMJD1C
THRB,MED1
THRB,NCOA3
THRB,NCOA6
THRB,NCOR1
THRB,NCOR2
THRB,NR2F6
THRB,NRIP1
THRB,PPARGC1A
THRB,PSMC5
THRB,RXRA
THRB,RXRB
THRB,RXRG
THRB,TP53
THRB,TRIP10
THRB,TRIP12
THRB,TRIP13
THRB,TRIP4
THRB,TRIP6
THRB,ZNHIT3
THUMPD3,NAA38
THY1,FYN
THY1,ITGAV
THY1,ITGB3
THY1,LCK
TIAF1,JAK3
TIAL1,SMN1
TIAM1,ANK1
TIAM1,CD44
TIAM1,EFNB1
TIAM1,EPHA2
TIAM1,HRAS
TIAM1,MYC
TIAM1,NME1
TIAM1,PRKCA
TIAM1,PRKCD
TIAM1,PRKCE
TIAM1,PRKCG
TIAM1,SRC
TICAM1,AZI2
TICAM1,IRF3
TICAM1,IRF7
TICAM1,MAVS
TICAM1,PIAS4
TICAM1,TLR3
TICAM1,TRAF1
TICAM1,TRAF6
TICAM1,TRAM1
TICAM2,IL1R1
TICAM2,IL1RAP
TICAM2,IRAK1
TICAM2,IRAK2
TICAM2,IRAK3
TICAM2,IRAK4
TICAM2,IRF3
TICAM2,IRF7
TICAM2,OPN1LW
TICAM2,TICAM1
TICAM2,TIRAP
TICAM2,TLR3
TICAM2,TLR4
TICAM2,TRAF6
TIE1,PIK3R1
TIE1,PTPN11
TIE1,TEK
TIFA,IRAK1
TIFA,LNX1
TIFA,NIF3L1
TIFA,SDCBP2
TIFA,TRAF2
TIFA,TRAF6
TIFAB,TIFA
TIMELESS,CHEK1
TIMELESS,CRY2
TIMELESS,PER1
TIMELESS,PER2
TIMM13,TIMM8A
TIMM22,PDCD6
TIMM23,TIMM17A
TIMM23,TIMM17B
TIMM23,TIMM44
TIMM23,TIMM50
TIMM44,ARAF
TIMM44,TIMM17A
TIMM50,RAF1
TIMP1,ECH1
TIMP1,EEF1B2
TIMP1,MMP1
TIMP1,MMP2
TIMP1,MMP3
TIMP1,RECQL5
TIMP2,ITGB1
TIMP2,MMP2
TIMP2,MMP8
TIMP3,MMP2
TIMP3,MMP3
TIMP3,MMP9
TIMP4,MMP14
TIMP4,MMP2
TINAG,TERF1
TINAGL1,LMO4
TINAGL1,MDFI
TINAGL1,SMAD9
TINF2,ACD
TINF2,TERF1
TINF2,TERF2
TIPARP,ATM
TIPARP,XRN2
TIPIN,TIMELESS
TIRAP,CD247
TIRAP,EIF2AK2
TIRAP,IRAK2
TIRAP,MYD88
TIRAP,TICAM1
TIRAP,TLR4
TIRAP,TRAM1
TJAP1,DLG1
TJP1,ACTA1
TJP1,ARVCF
TJP1,CTNNA1
TJP1,CTTN
TJP1,EGFR
TJP1,GJA1
TJP1,GJA3
TJP1,GJA8
TJP1,MLLT4
TJP1,TRPC4
TJP2,CLDN1
TJP2,CTNNA1
TJP2,EPB41
TJP2,OCLN
TJP2,SAFB
TJP2,SH3KBP1
TJP2,TJP1
TJP2,YWHAG
TJP3,CLDN1
TJP3,GJC1
TJP3,INADL
TJP3,OCLN
TJP3,TJP1
TK1,C14orf1
TK1,C1orf103
TK1,C7orf64
TK1,CCDC90B
TK1,CDKN1A
TK1,COPS6
TK1,CRMP1
TK1,DRAP1
TK1,SETDB1
TK1,TLE1
TK1,TP53
TK1,UNC119
TLE1,ARL3
TLE1,ARL4D
TLE1,ATN1
TLE1,BTBD2
TLE1,CCL18
TLE1,CDK1
TLE1,CDKN2C
TLE1,CRCT1
TLE1,DAZAP2
TLE1,DLEU1
TLE1,EIF2S2
TLE1,ERH
TLE1,FOXG1
TLE1,FUBP1
TLE1,FXYD6
TLE1,HES1
TLE1,HLA-DQA1
TLE1,HMGB1
TLE1,HNF1A
TLE1,KDM6A
TLE1,LEF1
TLE1,MORF4L2
TLE1,MPHOSPH6
TLE1,PAFAH1B3
TLE1,PCDHA4
TLE1,POLE2
TLE1,PSMD11
TLE1,RNF10
TLE1,RUNX1
TLE1,SERPINB9
TLE1,SNRPG
TLE1,TNRC4
TLE1,UTY
TLE1,ZFP64
TLE2,HMGB1
TLE2,RUNX1
TLE2,TLE1
TLE2,UTY
TLE3,FOXG1
TLE4,PAX5
TLK1,HIST1H1A
TLK1,MBP
TLK1,SNAP23
TLK1,TLK2
TLK2,MBP
TLK2,YWHAZ
TLL1,CHRD
TLN1,ACTA1
TLN1,ITGA2B
TLN1,ITGB1
TLN1,ITGB3
TLN1,ITGB5
TLN1,ITGB7
TLN1,VCL
TLN2,PIP5K1C
TLR1,DHX36
TLR1,TLR10
TLR1,TLR5
TLR1,TLR9
TLR1,TRAP1
TLR10,LUC7L3
TLR2,CD14
TLR2,HMGB1
TLR2,HSP90B1
TLR2,IRAK1
TLR2,MAPK8IP3
TLR2,RIPK2
TLR2,SFTPA1
TLR2,TICAM1
TLR2,TLR1
TLR2,TLR10
TLR3,CSK
TLR3,MYD88
TLR4,BCL10
TLR4,CD14
TLR4,CNPY4
TLR4,HSP90B1
TLR4,IRAK2
TLR4,MAPK8IP3
TLR4,MYD88
TLR4,NOX4
TLR4,RIPK2
TLR4,TLR1
TLR4,TLR5
TLR6,TLR2
TLR6,TRAP1
TLR7,MYD88
TLR8,MYD88
TLR9,MAPK8IP3
TLX1,MEIS1
TLX1,NFIC
TLX1,PKNOX1
TLX1,PPP1CB
TLX1,PPP2CA
TLX2,YWHAH
TLX3,MEIS1
TM2D1,APP
TM4SF1,DDR1
TM4SF1,SDCBP2
TM4SF1,TUBA4A
TM9SF2,RAB9A
TMBIM6,BCL2L1
TMCC2,PTOV1
TMCO7,MACF1
TMED1,IL1RL1
TMED10,APH1A
TMED10,ARF1
TMED10,NCSTN
TMED10,PSENEN
TMED2,ARF1
TMED2,ARFGAP1
TMED2,COPA
TMED2,GOLGA2
TMED2,GORASP1
TMED2,GORASP2
TMED2,TMED10
TMEM102,YWHAG
TMEM11,SCMH1
TMEM132A,GSK3B
TMEM132A,HSPA5
TMEM147,BAT5
TMEM189-UBE2V1,TRAF6
TMEM189-UBE2V1,UBE2N
TMEM214,LSM1
TMEM22,ACAP3
TMEM39B,NAGS
TMEM48,NUP93
TMEM50A,C7orf43
TMEM57,SMAD9
TMEM8B,EZR
TMEM9B,DDX24
TMF1,AR
TMF1,FER
TMF1,GFI1B
TMOD1,NEB
TMOD1,TPM3
TMOD2,TPM1
TMOD2,TPM3
TMPO,LMNA
TMPO,LMNB1
TMPO,RB1
TMPO,USP7
TMPRSS11A,ZBTB17
TMPRSS6,COL1A1
TMPRSS6,FN1
TMPRSS6,LAMA1
TMSB10,TMOD1
TMSB4X,ACTA1
TMSB4X,ACTA2
TMSB4X,ACTB
TMSB4X,ACTG1
TMSB4X,IGSF21
TMSB4X,TGM2
TMSB4Y,ACTG1
TMSL1,ACTB
TMSL4,ACTB
TNC,EGFR
TNC,FN1
TNC,ITGA5
TNC,PTPRB
TNF,CSF1
TNF,DCN
TNF,PRTN3
TNF,TNFRSF1A
TNF,TNFRSF1B
TNFAIP1,EPHA2
TNFAIP3,RIPK1
TNFAIP3,TICAM1
TNFAIP3,YWHAH
TNFAIP3,ZFAND5
TNFAIP6,ACAN
TNFAIP6,THBS1
TNFRSF10A,BCL10
TNFRSF10A,CASP8
TNFRSF10A,COL2A1
TNFRSF10A,DAP3
TNFRSF10A,RIPK1
TNFRSF10A,TNFRSF10B
TNFRSF10A,TNFRSF10D
TNFRSF10A,TNFSF10
TNFRSF10A,TRADD
TNFRSF10B,CASP8
TNFRSF10B,CFLAR
TNFRSF10B,FADD
TNFRSF10B,RIPK1
TNFRSF10B,TNFRSF10D
TNFRSF10B,TNFSF10
TNFRSF10B,TRADD
TNFRSF10C,FAM101B
TNFRSF10C,LRSAM1
TNFRSF10C,SLC27A6
TNFRSF10C,TNFSF10
TNFRSF10C,ZHX1
TNFRSF10D,TNFSF10
TNFRSF11A,CBLB
TNFRSF11A,GAB2
TNFRSF11A,MAP3K7
TNFRSF11A,TNFSF11
TNFRSF11A,TRAF1
TNFRSF11A,TRAF2
TNFRSF11A,TRAF3
TNFRSF11A,TRAF5
TNFRSF11A,TRAF6
TNFRSF11B,FN1
TNFRSF11B,THBS1
TNFRSF11B,VTN
TNFRSF11B,VWF
TNFRSF12A,RAC1
TNFRSF12A,TNFSF12
TNFRSF12A,TRAF1
TNFRSF12A,TRAF2
TNFRSF12A,TRAF3
TNFRSF12A,TRAF5
TNFRSF13B,CAMLG
TNFRSF13B,TNFSF13
TNFRSF13B,TNFSF13B
TNFRSF13B,TRAF2
TNFRSF13B,TRAF5
TNFRSF13B,TRAF6
TNFRSF13C,TNFSF13B
TNFRSF13C,TRAF3
TNFRSF14,BTLA
TNFRSF14,ESR1
TNFRSF14,LTA
TNFRSF14,NRIP1
TNFRSF14,TRAF1
TNFRSF14,TRAF2
TNFRSF14,TRAF3
TNFRSF14,TRAF5
TNFRSF18,TNFSF18
TNFRSF18,TRAF1
TNFRSF18,TRAF2
TNFRSF18,TRAF3
TNFRSF19,TRAF1
TNFRSF19,TRAF2
TNFRSF19,TRAF3
TNFRSF19,TRAF5
TNFRSF19,TRAF6
TNFRSF1A,FANCD2
TNFRSF1A,GNB2L1
TNFRSF1A,GRB2
TNFRSF1A,HSP90AA1
TNFRSF1A,IKBKB
TNFRSF1A,JAK1
TNFRSF1A,JAK2
TNFRSF1A,LTA
TNFRSF1A,LTB
TNFRSF1A,PTK2
TNFRSF1A,PTPN11
TNFRSF1A,PTPN6
TNFRSF1A,SYK
TNFRSF1A,TNFRSF25
TNFRSF1B,FANCD2
TNFRSF1B,KRT18
TNFRSF1B,LTA
TNFRSF21,TRADD
TNFRSF25,TNFSF12
TNFRSF25,TRADD
TNFRSF4,SIVA1
TNFRSF4,TNFRSF9
TNFRSF4,TRAF1
TNFRSF4,TRAF4
TNFRSF6B,FASLG
TNFRSF8,ALK
TNFRSF9,TRAF1
TNFRSF9,TRAF2
TNFRSF9,TRAF3
TNFSF10,C7orf64
TNFSF10,TNFRSF11B
TNFSF11,ADAM17
TNFSF11,ADAM19
TNFSF11,AKT1
TNFSF11,MAPK1
TNFSF11,MAPK3
TNFSF11,MAPK8
TNFSF11,MMP3
TNFSF11,MMP7
TNFSF11,NFKB1
TNFSF11,NFKBIA
TNFSF11,TNFRSF11B
TNFSF11,TRAF6
TNFSF13,FAS
TNFSF13,SDC2
TNFSF13,TNFRSF11B
TNFSF13,TNFRSF14
TNFSF13,TNFRSF17
TNFSF13,TNFRSF1A
TNFSF13,TNFSF13B
TNFSF13B,TNFRSF17
TNFSF14,LTB
TNFSF14,TNFRSF14
TNFSF14,TNFRSF6B
TNFSF15,TNFRSF25
TNFSF15,TNFRSF6B
TNFSF4,TNFRSF4
TNFSF4,TRAF2
TNFSF8,ANG
TNFSF8,TNFRSF8
TNFSF9,TNFRSF9
TNFSF9,TRAF1
TNFSF9,TRAF2
TNIK,GSN
TNIK,NCK1
TNIK,RAP2A
TNIK,TRAF2
TNIP1,MAPK1
TNIP1,RPL5
TNIP1,S100B
TNIP1,TNFAIP3
TNIP1,TTF2
TNIP2,FLNA
TNIP2,IKBKG
TNIP2,MAP3K8
TNIP2,NFKB1
TNIP2,SMARCD1
TNIP2,STK11
TNIP2,TEK
TNIP2,TNFAIP3
TNK1,PLCG1
TNK2,CDC42
TNK2,CLTC
TNK2,CSPG4
TNK2,EGFR
TNK2,FYN
TNK2,GRB2
TNK2,ITFG2
TNK2,MCF2
TNK2,NCK1
TNK2,RASGEF1C
TNK2,SEZ6
TNK2,VTI1B
TNKS,LNPEP
TNKS,NUMA1
TNKS,TERF1
TNKS1BP1,TNKS
TNKS2,GRB14
TNKS2,TNKS
TNKS2,TNKS1BP1
TNNC1,TNNI1
TNNC1,TNNI2
TNNC1,TNNT1
TNNC1,TNNT2
TNNC2,TNNI2
TNNI1,ACTA1
TNNI1,CCDC85B
TNNI1,TNNT1
TNNI2,ACTB
TNNI2,CALM1
TNNI2,TNNT1
TNNI3,ACTA1
TNNI3,PAPPA
TNNI3,PKD2
TNNI3,RCAN3
TNNI3,TNNC1
TNNI3,TNNT1
TNNI3,TNNT2
TNNI3K,ACTA1
TNNI3K,ACTC1
TNNI3K,AIP
TNNI3K,FABP3
TNNI3K,HADHB
TNNI3K,MYBPC3
TNNI3K,TNNI3
TNNT1,CCDC85B
TNNT1,FXR2
TNNT1,NINL
TNNT1,PLEKHF1
TNNT1,PNMA1
TNNT1,PPFIA1
TNNT1,PSMC5
TNNT1,TPM1
TNNT1,ZMYND19
TNNT2,TPM1
TNNT3,HAP1
TNNT3,SNUPN
TNNT3,TNNI2
TNPO1,HIST2H2BE
TNPO1,HIST3H3
TNPO1,HNRNPA1
TNPO1,HNRNPD
TNPO1,NUP214
TNPO1,NUP98
TNPO1,NXF1
TNPO1,PABPN1
TNPO1,RAN
TNPO1,RANBP2
TNPO1,RGPD5
TNPO1,SRP19
TNPO2,NXF1
TNPO3,SFRS1
TNPO3,SMURF2
TNPO3,TRA2B
TNR,ACAN
TNR,BCAN
TNR,SIGLEC1
TNR,VCAN
TNRC4,SOBP
TNRC6B,UBQLN4
TNS1,CAPN2
TNS1,PTK2
TNXB,VEGFA
TNXB,VEGFB
TOB1,CNOT7
TOB1,ERBB2
TOB1,MARCKS
TOB1,SCMH1
TOB1,SMAD1
TOB1,SMAD2
TOB1,SMAD3
TOB1,SMAD4
TOB1,SMAD5
TOB1,SMAD6
TOB1,SMAD9
TOB2,CNOT7
TOB2,RPS6KA1
TOLLIP,1-Sep
TOLLIP,DAZAP2
TOLLIP,IL1RAP
TOLLIP,IRAK1
TOLLIP,LDB1
TOLLIP,RBPMS
TOLLIP,TLR2
TOLLIP,TLR4
TOLLIP,TOM1
TOLLIP,TOM1L1
TOM1,CLTC
TOM1L1,C3orf63
TOM1L1,CCDC47
TOM1L1,COPS7A
TOM1L1,CWF19L1
TOM1L1,GRB2
TOM1L1,HGS
TOM1L1,NDC80
TOM1L1,NOMO1
TOM1L1,PDPN
TOM1L1,PELP1
TOM1L1,PIK3R1
TOM1L1,RAB18
TOM1L1,TSG101
TOM1L1,UBXN4
TOMM20,BCL2
TOMM20,CDC73
TOMM20,DHFR
TOMM20,FEZ1
TOMM20,KIAA1377
TOMM20,PPHLN1
TOMM20,UCP1
TOMM22,TOMM20
TOMM34,DMAP1
TOMM34,HSP90AA1
TOMM34,PRKAA1
TOMM34,RAB11FIP3
TOMM34,VCP
TOMM40,TOMM7
TOMM7,TOMM22
TOMM70A,HSP90AA1
TOMM70A,HSPA1A
TOP1,CSNK2A1
TOP2A,SRPK1
TOP2B,CSNK2B
TOP2B,TOP2A
TOP3B,C1QBP
TOP3B,CENPF
TOP3B,CHIC2
TOP3B,GRN
TOP3B,KRTAP4-12
TOP3B,SNRPB
TOPBP1,AKT1
TOPBP1,E2F1
TOPBP1,PML
TOPBP1,RAD9A
TOPBP1,TCFL5
TOPBP1,TOP2B
TOPBP1,UBR5
TOPBP1,ZBTB17
TOPORS,SUMO1
TOPORS,TOP1
TOPORS,TP53
TOPORS,UBE2I
TOR1A,SNCA
TOR1AIP1,LMNA
TOR1AIP1,LMNB1
TOR1AIP2,TOR1A
TOR1B,TOR1A
TOX2,ZNF461
TOX4,HIPK3
TP53,ABL1
TP53,ACTA1
TP53,APEX1
TP53,ARIH2
TP53,ARL3
TP53,BCL2
TP53,BRCA1
TP53,BTBD2
TP53,BTK
TP53,CCDC106
TP53,CCL18
TP53,CCNA2
TP53,CCT5
TP53,CD40LG
TP53,CDC25C
TP53,CDK1
TP53,CDKN2C
TP53,CHEK2
TP53,COX17
TP53,CR2
TP53,DLEU1
TP53,DVL2
TP53,E2F1
TP53,EEF2
TP53,EGR1
TP53,EIF2S2
TP53,EPHA3
TP53,ERCC3
TP53,ERCC6
TP53,ERH
TP53,ESR1
TP53,FAM173A
TP53,FBXO11
TP53,FXYD6
TP53,GTF2H1
TP53,HDAC1
TP53,HDAC2
TP53,HDAC3
TP53,HMGB1
TP53,HMGB2
TP53,HSP90AA1
TP53,HSPA1A
TP53,HSPB1
TP53,HTT
TP53,IFI16
TP53,KAT5
TP53,LAMA4
TP53,MAD2L1BP
TP53,MAGEB18
TP53,MDM2
TP53,MPHOSPH6
TP53,NCL
TP53,NFKBIA
TP53,NFYA
TP53,NFYB
TP53,NR3C1
TP53,NR4A1
TP53,PAFAH1B3
TP53,PARP1
TP53,PCDHA4
TP53,PHB
TP53,PLK1
TP53,PML
TP53,PPP1CA
TP53,PPP2R2B
TP53,PSMD11
TP53,RAD51
TP53,RPA1
TP53,RRM2
TP53,S100A4
TP53,S100B
TP53,SAT1
TP53,SCAMP1
TP53,SERPINB9
TP53,SMAD2
TP53,SMAD3
TP53,SMARCD1
TP53,SP1
TP53,SP3
TP53,SSTR3
TP53,STX5
TP53,SULT1E1
TP53,TEC
TP53,TFAP2A
TP53,TFDP1
TP53,THAP8
TP53,TOP1
TP53,TOP2A
TP53,TOP2B
TP53,UBB
TP53,WDR33
TP53,XRCC6
TP53,YBX1
TP53,ZCCHC10
TP53,ZNF24
TP53AIP1,BCL2
TP53BP1,BRCA1
TP53BP1,CRB2
TP53BP1,DYNLL1
TP53BP1,E2F1
TP53BP1,H2AFX
TP53BP1,HIST4H4
TP53BP1,IFI16
TP53BP1,NFKB1
TP53BP1,RELA
TP53BP1,TP53
TP53BP2,APP
TP53BP2,BCL2
TP53BP2,MAGI1
TP53BP2,MRPL20
TP53BP2,PPP1CA
TP53BP2,PPP1CC
TP53BP2,RELA
TP53BP2,TP53
TP53BP2,USP4
TP53BP2,WWP1
TP53BP2,WWP2
TP53BP2,YAP1
TP53BP2,YES1
TP53I3,EEF1G
TP53I3,FUNDC2
TP53I3,UBR1
TP53INP1,HIPK2
TP53INP1,TP53
TP53RK,TP53
TP63,DAXX
TP63,GRB2
TP63,HNRNPAB
TP63,PPP2R5A
TP63,TP53
TP63,TP73
TP73,BIN1
TP73,CREBBP
TP73,GNB2L1
TP73,HMGB1
TP73,HRAS
TP73,ITCH
TP73,KAT2B
TP73,MAPK8
TP73,MDM2
TP73,MYC
TP73,NEDD4
TP73,NFYB
TP73,PML
TP73,SMAD3
TP73,SUMO1
TP73,TP53
TPD52,TPD52L2
TPD52L1,C7orf36
TPD52L1,EIF3J
TPD52L1,GPR135
TPD52L1,TPD52
TPD52L1,TPD52L2
TPD52L1,YWHAB
TPD52L1,YWHAZ
TPD52L3,TPD52
TPD52L3,TPD52L1
TPD52L3,TPD52L2
TPH1,YWHAH
TPI1,DDX24
TPI1,LIPT1
TPI1,SETDB1
TPM1,ACTB
TPM1,C19orf50
TPM1,EPB41
TPM1,JUN
TPM1,PKD2
TPM1,S100A2
TPM2,ACTB
TPM2,ADRBK1
TPM2,JUN
TPM2,PDLIM7
TPM2,RRAD
TPM2,S100A2
TPM2,TPM1
TPM3,ACTA1
TPM3,ACTB
TPM3,C19orf50
TPM3,S100A2
TPM3,TFPT
TPM4,TCERG1
TPM4,TRIP6
TPP1,TERT
TPPP,GAPDH
TPPP,GSK3B
TPR,IFI16
TPR,MAPK1
TPR,NUP153
TPR,NUP98
TPR,SHC1
TPR,YWHAQ
TPRKB,TP53RK
TPST1,CCR1
TPST1,CCR2
TPST1,CCR8
TPST1,CMKLR1
TPST1,GP1BA
TPST1,GPR1
TPST1,SELPLG
TPST2,CCR1
TPST2,CCR2
TPST2,CCR8
TPST2,CMKLR1
TPST2,GPR1
TPST2,SELPLG
TPT1,ATP1A1
TPT1,ATP1A2
TPT1,EEF1A1
TPT1,EEF1D
TPT1,MCL1
TPT1,SNX6
TPT1,STEAP3
TPX2,AURKA
TRA@,CANX
TRA@,CD247
TRA@,CD3D
TRA@,HLA-A
TRA@,HLA-B
TRA@,HSPA5
TRA@,LEF1
TRA@,TRD@
TRA2B,IVNS1ABP
TRA2B,NGFR
TRA2B,RBMX
TRA2B,RBMY1A1
TRADD,BIRC2
TRADD,DAPK1
TRADD,FADD
TRADD,FAS
TRADD,KRT14
TRADD,KRT18
TRADD,RIPK1
TRADD,STAT1
TRADD,TNFRSF1A
TRADD,TRAF1
TRADD,TRAF3
TRAF1,CD40
TRAF1,GFI1B
TRAF1,TNFAIP3
TRAF1,TNFRSF17
TRAF1,TNFRSF1A
TRAF1,TNFRSF1B
TRAF1,TNFRSF8
TRAF1,TRAF2
TRAF1,TRAF3IP2
TRAF2,AASDHPPT
TRAF2,ABLIM1
TRAF2,AFF4
TRAF2,APEX2
TRAF2,APPL1
TRAF2,BAHD1
TRAF2,BANP
TRAF2,BIRC2
TRAF2,BIRC3
TRAF2,C16orf48
TRAF2,C5orf55
TRAF2,CALCOCO2
TRAF2,CAV1
TRAF2,CCDC130
TRAF2,CCDC33
TRAF2,CD27
TRAF2,CD40
TRAF2,CDCA3
TRAF2,CHMP2B
TRAF2,CHUK
TRAF2,CRY1
TRAF2,DLGAP5
TRAF2,DTNB
TRAF2,DVL2
TRAF2,FADD
TRAF2,FAM107A
TRAF2,FAM120B
TRAF2,FBF1
TRAF2,FBXO28
TRAF2,FLNA
TRAF2,FXR2
TRAF2,GORASP2
TRAF2,HINFP
TRAF2,IL15RA
TRAF2,IPO11
TRAF2,IRF4
TRAF2,KIAA0408
TRAF2,KIAA1267
TRAF2,LNX1
TRAF2,LTBR
TRAF2,LZTS2
TRAF2,MAP3K7IP2
TRAF2,MAP3K8
TRAF2,MAST2
TRAF2,NECAP2
TRAF2,NGFR
TRAF2,NIF3L1
TRAF2,NRIP1
TRAF2,NUDT18
TRAF2,PSMF1
TRAF2,QARS
TRAF2,RAD23A
TRAF2,RALBP1
TRAF2,RGS14
TRAF2,RIBC2
TRAF2,SETD5
TRAF2,SOX30
TRAF2,SPATA2
TRAF2,SPG21
TRAF2,SPRY2
TRAF2,TCEA2
TRAF2,TCEB3B
TRAF2,THAP7
TRAF2,TNF
TRAF2,TNFAIP3
TRAF2,TNFRSF17
TRAF2,TNFRSF1A
TRAF2,TNFRSF1B
TRAF2,TNFRSF25
TRAF2,TNFRSF4
TRAF2,TNFRSF8
TRAF2,TRADD
TRAF2,TRAF3IP2
TRAF2,TRAF6
TRAF2,TRIM31
TRAF2,TRPT1
TRAF2,UBQLN4
TRAF2,UBXN11
TRAF2,USP2
TRAF2,USP53
TRAF2,WDR65
TRAF2,ZBTB16
TRAF2,ZBTB43
TRAF2,ZFAND6
TRAF2,ZNF205
TRAF2,ZNF646
TRAF3,CD27
TRAF3,CD40
TRAF3,EDA2R
TRAF3,LTBR
TRAF3,MAP2K1
TRAF3,MAP3K14
TRAF3,OTUD5
TRAF3,RRAS2
TRAF3,TBK1
TRAF3,TICAM1
TRAF3,TNFRSF17
TRAF3,TNFRSF1B
TRAF3,TNFRSF4
TRAF3,TNFRSF8
TRAF3,TRAF5
TRAF3,TTRAP
TRAF3IP1,DISC1
TRAF3IP1,TRAF3
TRAF3IP2,CD40
TRAF3IP2,CHUK
TRAF3IP2,IKBKB
TRAF3IP2,IKBKG
TRAF3IP2,MAP3K7
TRAF3IP2,MDFI
TRAF3IP2,TRAF3
TRAF3IP2,TRAF6
TRAF3IP3,TRAF3
TRAF4,BCKDK
TRAF4,CCHCR1
TRAF4,LTBR
TRAF4,MAGED1
TRAF4,MAP3K4
TRAF4,NCF1
TRAF4,NGFR
TRAF4,PLSCR1
TRAF4,SMURF2
TRAF4,SORBS2
TRAF4,TARBP2
TRAF4,TBC1D8
TRAF4,TGFB1I1
TRAF4,TICAM1
TRAF4,UBE2I
TRAF5,CD27
TRAF5,CD40
TRAF5,LTBR
TRAF5,TNFRSF4
TRAF5,TNFRSF8
TRAF5,TRAF3IP2
TRAF6,BMPR1B
TRAF6,CD40
TRAF6,CYLD
TRAF6,EDA2R
TRAF6,FHL2
TRAF6,IRAK1
TRAF6,IRF5
TRAF6,IRF7
TRAF6,KCNQ1
TRAF6,MAP2K7
TRAF6,MAP3K3
TRAF6,MAPK14
TRAF6,MAPK8
TRAF6,MAVS
TRAF6,MBP
TRAF6,NGFR
TRAF6,NTRK2
TRAF6,PPP4C
TRAF6,PRKCZ
TRAF6,PSMC1
TRAF6,PSMD1
TRAF6,PSMD12
TRAF6,PSMD13
TRAF6,PSMD6
TRAF6,SQSTM1
TRAF6,SRC
TRAF6,STRADB
TRAF6,SYK
TRAF6,TIRAP
TRAF6,TLR3
TRAF6,TNFAIP3
TRAF6,TRAF4
TRAF6,TRAF7
TRAF6,TRAFD1
TRAF6,UBB
TRAF6,UBE2N
TRAF6,XIAP
TRAF6,ZFAND5
TRAF7,MAP3K3
TRAIP,FLII
TRAIP,TNFRSF1B
TRAIP,TRAF1
TRAIP,TRAF2
TRAK1,OGT
TRAK1,POLR2A
TRAK1,SKIL
TRAK2,GABRB2
TRAK2,KCNJ2
TRAK2,OGT
TRAM1,TRAF6
TRAM2,GTF2B
TRAM2,GTF2F2
TRAM2,POLR2A
TRAM2,TBP
TRAP1,EXT1
TRAP1,EXT2
TRAP1,RB1
TRAP1,TNFRSF1A
TRAPPC2,CLIC2
TRAPPC3,TRAPPC2L
TRAPPC3,TRAPPC6A
TRAPPC4,SDC2
TRAT1,CD247
TRAT1,CD3E
TRAT1,FYN
TRAT1,LCK
TRAT1,LYN
TRAT1,PIK3R1
TRAT1,SRC
TRAT1,TRA@
TRAT1,TRB@
TRB@,CD247
TRB@,CD3D
TRB@,HLA-B
TRB@,TRA@
TRB@,TRD@
TRDMT1,C1orf103
TRDMT1,C7orf64
TRDMT1,COPS6
TRDMT1,DDX24
TRDMT1,STX1A
TRDMT1,UTP14A
TRDN,CASQ2
TRDN,HRC
TRDN,RYR1
TREM1,TYROBP
TREM2,TYROBP
TREML1,PTPN11
TREML1,PTPN6
TRERF1,CREBBP
TRERF1,EP300
TRERF1,NR5A1
TREX1,IFT20
TREX1,MCM7
TREX1,MSH2
TREX1,RIBC2
TREX1,RPA1
TREX2,ATF4
TRG@,TRD@
TRH,ARRB2
TRH,CPE
TRHDE,REG3A
TRHR,ARRB1
TRHR,TRH
TRIAP1,APAF1
TRIAP1,HSPA1A
TRIAP1,TP53
TRIB1,MAP2K1
TRIB1,MAP2K4
TRIB1,MAP2K7
TRIB2,UBQLN4
TRIB3,AKT1
TRIB3,AKT2
TRIB3,ATF4
TRIB3,C7orf64
TRIB3,COPS6
TRIB3,EEF1G
TRIB3,RELA
TRIM11,MED15
TRIM17,TRIM39
TRIM2,MYO5A
TRIM21,NIF3L1
TRIM22,CIC
TRIM23,C19orf57
TRIM23,CYTH1
TRIM23,FLAD1
TRIM23,GEM
TRIM23,GGA2
TRIM23,LNX1
TRIM23,POM121
TRIM23,RIBC2
TRIM23,ZNF250
TRIM23,ZNF581
TRIM24,AR
TRIM24,ESR1
