TF,Target
YBX1,CLPX
YBX1,SRCAP
YBX1,CCL27
YBX1,HPSE
YBX1,PGRMC1
YBX1,SLC22A7
YBX1,USP19
YBX1,ME3
YBX1,EDDM3A
YBX1,ACTL7B
YBX1,C1QL1
YBX1,NPFFR2
YBX1,PROKR1
YBX1,PPARGC1A
YBX1,MMP24
YBX1,LYVE1
YBX1,JTB
YBX1,DHRS4
YBX1,MTMR11
YBX1,BLCAP
YBX1,PNPLA6
YBX1,GADD45G
YBX1,EDAR
YBX1,TCERG1
YBX1,MAGED2
YBX1,BTNL3
YBX1,EHMT2
YBX1,SMPDL3A
YBX1,RALBP1
YBX1,APOBEC2
YBX1,PRSS21
YBX1,C11orf58
YBX1,SF3A3
YBX1,OS9
YBX1,PNRC1
YBX1,TMED2
YBX1,RAB40B
YBX1,YWHAQ
YBX1,ASCC3
YBX1,C10orf116
YBX1,RAB32
YBX1,COPS5
YBX1,ILVBL
YBX1,SLC27A3
YBX1,KIF2C
YBX1,LILRB4
YBX1,GLIPR1
YBX1,TLK2
YBX1,TMSB15A
YBX1,TMED1
YBX1,IFT27
YBX1,TDRKH
YBX1,LILRA1
YBX1,RBPMS
YBX1,RAB31
YBX1,RIPK3
YBX1,MID2
YBX1,UPK1A
YBX1,SLC35D2
YBX1,WWP2
YBX1,SOX30
YBX1,CNTRL
YBX1,TOPBP1
YBX1,STMN2
YBX1,TPPP
YBX1,TRIOBP
YBX1,WDR5
YBX1,HNRNPUL1
YBX1,RPP14
YBX1,KRR1
YBX1,PRDM5
YBX1,PRDM4
YBX1,PTPRT
YBX1,RCAN3
YBX1,FAF1
YBX1,CD160
YBX1,KIF3A
YBX1,CAPN11
YBX1,CAPN10
YBX1,KPTN
YBX1,SLC7A9
YBX1,PWP1
YBX1,TBC1D8
YBX1,KAT7
YBX1,DMC1
YBX1,BVES
YBX1,WDR45
YBX1,PTP4A3
YBX1,NUDT4
YBX1,INSL6
YBX1,ADAMTS7
YBX1,ADAMTS6
YBX1,BAZ2A
YBX1,LZTS1
YBX1,CELF3
YBX1,WIF1
YBX1,AKAP13
YBX1,AKAP11
YBX1,AKAP10
YBX1,AKAP2
YBX1,RPL35
YBX1,GALNT5
YBX1,POLG2
YBX1,RNF139
YBX1,CA5B
YBX1,PADI2
YBX1,PMF1
YBX1,NXPH3
YBX1,NXPH2
YBX1,GPR45
YBX1,GPR44
YBX1,HRH3
YBX1,SP140
YBX1,SNF8
YBX1,NRM
YBX1,USP18
YBX1,SCN11A
YBX1,MGAT4B
YBX1,SLCO2B1
YBX1,LYPLA2
YBX1,GPR182
YBX1,VSIG4
YBX1,STK38
YBX1,CTRC
YBX1,ACOT7
YBX1,GABARAP
YBX1,U2AF2
YBX1,RNF13
YBX1,TWF2
YBX1,SYNPO
YBX1,COG2
YBX1,RRAS2
YBX1,COPZ1
YBX1,SCAF8
YBX1,ZFP30
YBX1,DLGAP4
YBX1,FRMPD1
YBX1,ZNF507
YBX1,AAK1
YBX1,ADNP2
YBX1,NTNG1
YBX1,LPHN1
YBX1,NLRP1
YBX1,SLITRK3
YBX1,ENPP4
YBX1,INPP5F
YBX1,MON1B
YBX1,MORC2
YBX1,ANKRD6
YBX1,CLSTN1
YBX1,FOXJ3
YBX1,KIAA0907
YBX1,RPH3A
YBX1,DENND3
YBX1,ARSG
YBX1,BTBD3
YBX1,SACM1L
YBX1,WDR47
YBX1,ZP1
YBX1,CD93
YBX1,MAPRE1
YBX1,MSRB2
YBX1,PLA2R1
YBX1,HABP4
YBX1,RAB3GAP1
YBX1,RPIA
YBX1,SCAP
YBX1,SHANK2
YBX1,DKK1
YBX1,AKR7A3
YBX1,NT5C2
YBX1,CEP152
YBX1,WDFY3
YBX1,DAAM1
YBX1,MAPKBP1
YBX1,PLCH1
YBX1,FAIM2
YBX1,CNOT1
YBX1,PDZRN3
YBX1,KDM4B
YBX1,XPO7
YBX1,KIF21B
YBX1,ZHX3
YBX1,KIAA0913
YBX1,NCOA6
YBX1,NMNAT2
YBX1,CLUAP1
YBX1,HECW1
YBX1,UHRF1BP1L
YBX1,KIAA0564
YBX1,PPRC1
YBX1,ZNF423
YBX1,MCF2L2
YBX1,TBC1D2B
YBX1,TNRC6B
YBX1,NFASC
YBX1,HIC2
YBX1,CAMTA2
YBX1,GLT25D2
YBX1,GPATCH8
YBX1,LRCH1
YBX1,ZC3H3
YBX1,FCHO1
YBX1,CIC
YBX1,MAPK8IP3
YBX1,MPRIP
YBX1,ZCCHC14
YBX1,CEP68
YBX1,LARP4B
YBX1,RCOR1
YBX1,PHLDB1
YBX1,MDN1
YBX1,FAF2
YBX1,ATP11B
YBX1,ACSBG1
YBX1,RRS1
YBX1,SULF1
YBX1,XPO6
YBX1,PRRC2C
YBX1,SYNE2
YBX1,VPS13A
YBX1,DNAJC9
YBX1,SIK2
YBX1,COBL
YBX1,RPRD2
YBX1,ATP11A
YBX1,KIAA1024
YBX1,KAZN
YBX1,DDHD2
YBX1,LPHN2
YBX1,MTUS2
YBX1,CSTF2T
YBX1,BICD2
YBX1,WSCD1
YBX1,KIF13B
YBX1,UBR2
YBX1,DMXL2
YBX1,DNAJC13
YBX1,RPGRIP1L
YBX1,MAN2B2
YBX1,NEDD4L
YBX1,CLASP1
YBX1,SZT2
YBX1,ESYT1
YBX1,DOCK9
YBX1,VPS8
YBX1,ANGEL1
YBX1,PSD3
YBX1,ARHGEF12
YBX1,LARP1
YBX1,PPP1R13B
YBX1,TENC1
YBX1,SIK3
YBX1,NCAPH
YBX1,ATP13A2
YBX1,KCNH4
YBX1,NOMO1
YBX1,TMED3
YBX1,SLC7A8
YBX1,RYBP
YBX1,CELA3B
YBX1,SLC35A3
YBX1,SLC44A1
YBX1,ABCA5
YBX1,GCAT
YBX1,CBX6
YBX1,BRD4
YBX1,HEY2
YBX1,RIMBP2
YBX1,LRRC8B
YBX1,SCRIB
YBX1,MORC3
YBX1,RPL13A
YBX1,SRRM2
YBX1,ACAP2
YBX1,PIK3R5
YBX1,TNPO3
YBX1,SLC16A8
YBX1,SEC14L2
YBX1,DNPEP
YBX1,PSD4
YBX1,RASD2
YBX1,TSPAN15
YBX1,PIGN
YBX1,SNAPIN
YBX1,WBP1
YBX1,GTPBP4
YBX1,CLDN14
YBX1,CHST5
YBX1,DDAH2
YBX1,LPAR3
YBX1,ARL2BP
YBX1,PADI4
YBX1,PRG1
YBX1,CASP14
YBX1,CCNDBP1
YBX1,SMUG1
YBX1,VSIG2
YBX1,TMEM50A
YBX1,CARHSP1
YBX1,ACOT9
YBX1,CORO1C
YBX1,DAPK2
YBX1,MKRN1
YBX1,ZMYND8
YBX1,TSSK2
YBX1,BACE1
YBX1,SPO11
YBX1,KCNE1L
YBX1,SSBP2
YBX1,RABGAP1
YBX1,LRRC6
YBX1,LDOC1
YBX1,TRIM29
YBX1,LSM5
YBX1,ZKSCAN5
YBX1,TMEM2
YBX1,TMEFF2
YBX1,SGK3
YBX1,KCNE4
YBX1,EID1
YBX1,PISD
YBX1,MAFF
YBX1,FLRT2
YBX1,FLRT1
YBX1,EML2
YBX1,FTSJ1
YBX1,TFIP11
YBX1,CLDN15
YBX1,FJX1
YBX1,C11orf41
YBX1,SLC24A2
YBX1,C22orf31
YBX1,TBC1D22A
YBX1,CCDC19
YBX1,FBXO7
YBX1,PGLS
YBX1,QPCT
YBX1,GCA
YBX1,LMOD1
YBX1,SPDEF
YBX1,LSM4
YBX1,VAX2
YBX1,TTLL1
YBX1,TNFAIP8
YBX1,DNAJB5
YBX1,BACE2
YBX1,TMEM184B
YBX1,METTL7A
YBX1,ABTB2
YBX1,MOB4
YBX1,PARM1
YBX1,ZNF345
YBX1,ARMC8
YBX1,SPEF1
YBX1,POC1A
YBX1,PAMR1
YBX1,MTHFD1L
YBX1,C11orf51
YBX1,TMEM158
YBX1,RTTN
YBX1,ZDHHC5
YBX1,MYRIP
YBX1,NOL11
YBX1,CNRIP1
YBX1,PTPN23
YBX1,WWTR1
YBX1,SIN3A
YBX1,PVRL3
YBX1,ZNF385A
YBX1,KBTBD2
YBX1,SYF2
YBX1,KANK2
YBX1,C2CD2
YBX1,PARS2
YBX1,EGFL6
YBX1,TIPARP
YBX1,NECAP1
YBX1,C20orf4
YBX1,KRT23
YBX1,TSKU
YBX1,IBTK
YBX1,TBC1D10B
YBX1,MOXD1
YBX1,GORASP2
YBX1,ZZZ3
YBX1,RPAP1
YBX1,FAM32A
YBX1,UPF2
YBX1,ACOT11
YBX1,GLCE
YBX1,SETBP1
YBX1,LRRTM2
YBX1,LTN1
YBX1,ZNF500
YBX1,GIGYF2
YBX1,ERC2
YBX1,RAI14
YBX1,LSM14A
YBX1,ARHGEF26
YBX1,KLK13
YBX1,GPSM1
YBX1,HERC4
YBX1,CCDC9
YBX1,DCAF4
YBX1,WIPI2
YBX1,WSB1
YBX1,KIAA1279
YBX1,TRPC4AP
YBX1,TTLL3
YBX1,C10orf12
YBX1,ZNF658
YBX1,ABCA12
YBX1,RSL1D1
YBX1,GIMAP2
YBX1,IFT172
YBX1,GTPBP5
YBX1,RGS22
YBX1,PCDHB5
YBX1,SENP3
YBX1,FBXW2
YBX1,PITPNC1
YBX1,OR1J4
YBX1,ARL5A
YBX1,PHGDH
YBX1,FBXL5
YBX1,C6orf123
YBX1,FAM50B
YBX1,KLHL3
YBX1,KCNG2
YBX1,OPTC
YBX1,CABYR
YBX1,NKX2-8
YBX1,FBXW8
YBX1,TSPAN17
YBX1,SLC13A4
YBX1,FBXO5
YBX1,FBXO3
YBX1,TINF2
YBX1,SACS
YBX1,IL1RAPL2
YBX1,ERAL1
YBX1,CLDN17
YBX1,AK5
YBX1,GALNT8
YBX1,SERGEF
YBX1,EHF
YBX1,OR7A17
YBX1,LHX6
YBX1,PTPN18
YBX1,NUPR1
YBX1,OR8B8
YBX1,PLEK2
YBX1,SLC17A5
YBX1,CNNM4
YBX1,HEYL
YBX1,MYOF
YBX1,CHIC2
YBX1,FXC1
YBX1,LATS2
YBX1,DAZAP1
YBX1,OR11A1
YBX1,OR10G3
YBX1,OR10G2
YBX1,ITGB1BP2
YBX1,AATF
YBX1,RGS17
YBX1,GREM1
YBX1,CKAP2
YBX1,OR7C2
YBX1,OR7C1
YBX1,OR1J2
YBX1,RPS6KC1
YBX1,OPLAH
YBX1,RANBP6
YBX1,HBP1
YBX1,CHORDC1
YBX1,FETUB
YBX1,TCL6
YBX1,USP21
YBX1,KCNV1
YBX1,MLH3
YBX1,ZBTB32
YBX1,PKD2L2
YBX1,DIEXF
YBX1,DAPP1
YBX1,VPS41
YBX1,LAMP3
YBX1,TSPAN13
YBX1,LYPD3
YBX1,B9D1
YBX1,B3GAT1
YBX1,CACNG5
YBX1,CACNG4
YBX1,KCNMB3
YBX1,TRAPPC3
YBX1,CLUL1
YBX1,C7orf54
YBX1,CACYBP
YBX1,ARRDC2
YBX1,BBC3
YBX1,PDE7B
YBX1,DKK2
YBX1,KCNH5
YBX1,DENND2A
YBX1,CPAMD8
YBX1,ZNF777
YBX1,CHIA
YBX1,GLS2
YBX1,IL37
YBX1,IL36A
YBX1,SIGLEC9
YBX1,VPS4A
YBX1,GPR82
YBX1,HCAR1
YBX1,GPR78
YBX1,ITGB1BP3
YBX1,GPR162
YBX1,CHMP2A
YBX1,AHDC1
YBX1,NFU1
YBX1,MMADHC
YBX1,PDCD4
YBX1,PCDH17
YBX1,SULT1B1
YBX1,TEKT2
YBX1,SRPX2
YBX1,VENTX
YBX1,RND1
YBX1,SPINK4
YBX1,C10orf28
YBX1,DHDH
YBX1,PDLIM3
YBX1,TP53TG5
YBX1,APEX2
YBX1,BMP10
YBX1,RBMS3
YBX1,RAB30
YBX1,RBMX
YBX1,BHLHE22
YBX1,HTATSF1
YBX1,UBE2S
YBX1,RRP7A
YBX1,MAT2B
YBX1,EML4
YBX1,CECR5
YBX1,PPP2R3B
YBX1,SLCO3A1
YBX1,MRPS28
YBX1,SLC6A16
YBX1,C11orf54
YBX1,MRPL42
YBX1,TMEM14A
YBX1,DBNL
YBX1,METTL11A
YBX1,MACROD1
YBX1,HIPK2
YBX1,KLF15
YBX1,SLC43A3
YBX1,ATAD2
YBX1,C20orf30
YBX1,ZC3H7A
YBX1,C1GALT1C1
YBX1,SETD2
YBX1,UBE2T
YBX1,RANGRF
YBX1,COMMD9
YBX1,C16orf80
YBX1,SCG3
YBX1,NXT1
YBX1,PYCARD
YBX1,TAGLN3
YBX1,MYLIP
YBX1,CLEC2D
YBX1,PRSS50
YBX1,ANKRD11
YBX1,BLNK
YBX1,PACSIN3
YBX1,TMOD3
YBX1,TMOD2
YBX1,PARVB
YBX1,VPREB3
YBX1,GRHL1
YBX1,SENP1
YBX1,NPC1L1
YBX1,RBM15B
YBX1,PSMC3IP
YBX1,MYLPF
YBX1,TRA2A
YBX1,GPSM2
YBX1,SAC3D1
YBX1,EEF2K
YBX1,SNX15
YBX1,GMPPA
YBX1,TIMM22
YBX1,ALG6
YBX1,PCDHB1
YBX1,LINC00312
YBX1,SNX12
YBX1,NENF
YBX1,PADI1
YBX1,ANAPC4
YBX1,SERTAD3
YBX1,IL19
YBX1,SLC25A24
YBX1,UBQLN1
YBX1,NRBF2
YBX1,SLC39A3
YBX1,SLC2A8
YBX1,LMCD1
YBX1,GLTSCR2
YBX1,GLTSCR1
YBX1,FSCN3
YBX1,SH3KBP1
YBX1,SLC40A1
YBX1,VSX1
YBX1,EMR2
YBX1,KCNIP3
YBX1,KCNIP2
YBX1,KCNIP1
YBX1,CXXC1
YBX1,CD209
YBX1,SOCS7
YBX1,STOML2
YBX1,KLK12
YBX1,ZNF295
YBX1,CRNN
YBX1,RRM2B
YBX1,G0S2
YBX1,CD207
YBX1,IL20
YBX1,IL21R
YBX1,ATP6V0A4
YBX1,ITSN2
YBX1,DEF6
YBX1,CUZD1
YBX1,GEMIN4
YBX1,ARHGEF4
YBX1,ARHGEF3
YBX1,KCNK4
YBX1,HDGFRP3
YBX1,NSDHL
YBX1,TAS2R4
YBX1,F11R
YBX1,TRAT1
YBX1,VILL
YBX1,CLEC4A
YBX1,HEBP1
YBX1,PDE11A
YBX1,SOST
YBX1,SLC35B3
YBX1,TPRKB
YBX1,EXOSC3
YBX1,FAHD2A
YBX1,RRP15
YBX1,BOLA1
YBX1,PPPDE1
YBX1,FAM18B1
YBX1,ZNF593
YBX1,PRLH
YBX1,YARS2
YBX1,NMD3
YBX1,KLHL5
YBX1,TRNT1
YBX1,FAM164A
YBX1,MECR
YBX1,NDUFAF1
YBX1,PHF20L1
YBX1,TFB1M
YBX1,RDH11
YBX1,MRPS2
YBX1,UTP11L
YBX1,ZNF706
YBX1,IER3IP1
YBX1,ANGPTL4
YBX1,PHF11
YBX1,RLIM
YBX1,KCTD3
YBX1,CCDC41
YBX1,COPS4
YBX1,DYNC1LI1
YBX1,HSD17B12
YBX1,A4GNT
YBX1,ING4
YBX1,SERPINA10
YBX1,DCTN4
YBX1,AADAT
YBX1,CYB5R4
YBX1,HSD17B11
YBX1,HSD17B14
YBX1,NAGPA
YBX1,HAO2
YBX1,DCXR
YBX1,WBP5
YBX1,PLCE1
YBX1,CPA4
YBX1,DDX47
YBX1,CLDN18
YBX1,TCEB3B
YBX1,COPZ2
YBX1,COX16
YBX1,TMEM69
YBX1,C6orf203
YBX1,TBC1D7
YBX1,TMEM216
YBX1,PIPOX
YBX1,ZNF571
YBX1,C1RL
YBX1,GOLM1
YBX1,SCAND1
YBX1,RASL12
YBX1,ERGIC2
YBX1,PCDH12
YBX1,BPIFA1
YBX1,TIMMDC1
YBX1,FKBP11
YBX1,FAM13B
YBX1,FAM53C
YBX1,SLC22A17
YBX1,AMZ2
YBX1,NGRN
YBX1,DACT1
YBX1,FZR1
YBX1,CHST15
YBX1,PLA1A
YBX1,POMP
YBX1,CCDC72
YBX1,ANGPT4
YBX1,WNT16
YBX1,RWDD1
YBX1,AMOTL2
YBX1,SNX9
YBX1,ANAPC7
YBX1,HPCAL4
YBX1,IP6K2
YBX1,GULP1
YBX1,RHCG
YBX1,NAT8B
YBX1,DCDC2
YBX1,LIMA1
YBX1,CABP2
YBX1,HSD17B7
YBX1,CTDSPL2
YBX1,C11orf73
YBX1,UFC1
YBX1,NCKIPSD
YBX1,TMEM14C
YBX1,C14orf129
YBX1,MTFP1
YBX1,SIRT7
YBX1,SIRT6
YBX1,RAB6B
YBX1,IL23A
YBX1,UFM1
YBX1,FAM49B
YBX1,LARP7
YBX1,PCF11
YBX1,MED15
YBX1,NBAS
YBX1,METTL13
YBX1,PIGT
YBX1,ATP6V1H
YBX1,DPH5
YBX1,ERGIC3
YBX1,TAF9B
YBX1,KLF13
YBX1,LUC7L2
YBX1,C14orf166
YBX1,SF3B14
YBX1,MRPS23
YBX1,NUB1
YBX1,MPP6
YBX1,CYB5R2
YBX1,ACSL5
YBX1,GPRC5B
YBX1,CYB5R1
YBX1,FBXO40
YBX1,RAPGEF6
YBX1,GHRL
YBX1,WWOX
YBX1,CD244
YBX1,LUC7L3
YBX1,RTEL1
YBX1,HIGD1B
YBX1,ATP8A2
YBX1,TM7SF3
YBX1,ZAK
YBX1,MYOZ2
YBX1,KDM3B
YBX1,COQ3
YBX1,PHAX
YBX1,CECR1
YBX1,ZFYVE1
YBX1,PANK1
YBX1,SHC3
YBX1,NUP54
YBX1,CLIC5
YBX1,STX18
YBX1,ADAM22
YBX1,S1PR5
YBX1,FXYD7
YBX1,FXYD6
YBX1,FXYD5
YBX1,GPR84
YBX1,IL20RA
YBX1,IL20RB
YBX1,TRIM34
YBX1,MYO3A
YBX1,RAB4B
YBX1,SLCO1C1
YBX1,CSNK1G1
YBX1,PCBP3
YBX1,FAM165B
YBX1,TSPEAR
YBX1,SETD4
YBX1,FAM3B
YBX1,RIPK4
YBX1,TLR9
YBX1,MRPL39
YBX1,C21orf91
YBX1,DCUN1D1
YBX1,CYCS
YBX1,KCNK10
YBX1,SNTG1
YBX1,WNT4
YBX1,SLC38A2
YBX1,NLGN3
YBX1,TAS2R5
YBX1,YIPF1
YBX1,GAR1
YBX1,SH3TC1
YBX1,ANLN
YBX1,RIN2
YBX1,MRPS21
YBX1,FAM190B
YBX1,SPIN2A
YBX1,KRT20
YBX1,RNF216
YBX1,PLEKHA5
YBX1,FAM64A
YBX1,SMOX
YBX1,RBM47
YBX1,ZDHHC13
YBX1,CPVL
YBX1,RHOF
YBX1,PCDH18
YBX1,DDX4
YBX1,EXOC6
YBX1,RNF186
YBX1,SDK2
YBX1,MAGEL2
YBX1,ING3
YBX1,SPATA6
YBX1,EPB41L4B
YBX1,UGT1A6
YBX1,UGT1A5
YBX1,SCAND2
YBX1,LZTFL1
YBX1,UGT1A9
YBX1,DDX56
YBX1,INO80
YBX1,ARL15
YBX1,PARP14
YBX1,UGT1A4
YBX1,TMEM106B
YBX1,LRRN3
YBX1,PDP1
YBX1,RBFOX1
YBX1,SLC6A20
YBX1,TMED9
YBX1,SLC35F2
YBX1,RAB39
YBX1,MPHOSPH8
YBX1,XAF1
YBX1,FBLIM1
YBX1,HYDIN
YBX1,PPP1R12C
YBX1,NSMCE4A
YBX1,C17orf59
YBX1,DCHS2
YBX1,MBTD1
YBX1,HAUS6
YBX1,CNNM2
YBX1,GIPC2
YBX1,GATAD2A
YBX1,ZCCHC10
YBX1,GIN1
YBX1,BEST2
YBX1,BSPRY
YBX1,APTX
YBX1,ARHGEF38
YBX1,PAQR5
YBX1,WDR55
YBX1,FAM46C
YBX1,GDPD2
YBX1,C9orf167
YBX1,PPP1R14D
YBX1,TMEM214
YBX1,PALMD
YBX1,ZCCHC2
YBX1,DPP8
YBX1,TEX10
YBX1,CWC25
YBX1,NCAPG2
YBX1,CDKAL1
YBX1,MKS1
YBX1,CCDC99
YBX1,YTHDF1
YBX1,C14orf101
YBX1,CMTM6
YBX1,HEATR2
YBX1,CHCHD3
YBX1,TMEM161A
YBX1,RHBDL2
YBX1,ADPRHL2
YBX1,COMMD4
YBX1,RNF125
YBX1,DNAJC28
YBX1,FAM120C
YBX1,TMEM160
YBX1,ODAM
YBX1,TIPIN
YBX1,C1orf56
YBX1,C4orf27
YBX1,TTC12
YBX1,BANP
YBX1,HRASLS2
YBX1,C2orf42
YBX1,CLN6
YBX1,OXSM
YBX1,MOSC2
YBX1,TESC
YBX1,PAK1IP1
YBX1,TRMT61B
YBX1,HERC6
YBX1,STX17
YBX1,PRPF39
YBX1,PID1
YBX1,FAM70A
YBX1,MOCOS
YBX1,AIM1L
YBX1,PDPR
YBX1,C9orf40
YBX1,UACA
YBX1,TAPBPL
YBX1,SLC38A4
YBX1,MED9
YBX1,WDYHV1
YBX1,GPATCH1
YBX1,SAMD4B
YBX1,ATP5SL
YBX1,ANO1
YBX1,BSDC1
YBX1,AGGF1
YBX1,TMEM39B
YBX1,SLC6A15
YBX1,AKIRIN2
YBX1,CEP192
YBX1,TRIM68
YBX1,RBM28
YBX1,FIGN
YBX1,RBM23
YBX1,MTPAP
YBX1,TMEM38B
YBX1,RFWD3
YBX1,ARHGEF10L
YBX1,CENPQ
YBX1,MRPS18A
YBX1,FAIM
YBX1,SMG8
YBX1,RNF220
YBX1,RIF1
YBX1,SLC25A36
YBX1,NADSYN1
YBX1,PLEKHG6
YBX1,MAP1S
YBX1,DPPA4
YBX1,LEPREL1
YBX1,TMEM57
YBX1,TRIM62
YBX1,UBA6
YBX1,KIRREL
YBX1,TMEM39A
YBX1,ADI1
YBX1,C7orf43
YBX1,NUDT15
YBX1,TMEM100
YBX1,PGM2
YBX1,FGGY
YBX1,QRSL1
YBX1,TMEM140
YBX1,TMEM40
YBX1,RHOT1
YBX1,PPP6R3
YBX1,UEVLD
YBX1,FBXW7
YBX1,KLHL26
YBX1,RNF121
YBX1,ZNF444
YBX1,TMEM144
YBX1,RSAD1
YBX1,C20orf29
YBX1,C4orf43
YBX1,UFSP2
YBX1,LIN7C
YBX1,DRAM1
YBX1,SYNJ2BP
YBX1,NIPSNAP3B
YBX1,C19orf66
YBX1,WDR33
YBX1,STK32B
YBX1,HJURP
YBX1,PI4K2A
YBX1,IMPACT
YBX1,LGR4
YBX1,LRRC59
YBX1,ZNF331
YBX1,SIRPG
YBX1,TNFRSF19
YBX1,DDX43
YBX1,TMEM55A
YBX1,SLC30A10
YBX1,KCNQ1DN
YBX1,KLK15
YBX1,HAUS7
YBX1,CDC42BPG
YBX1,GALNT10
YBX1,FOXRED1
YBX1,CDV3
YBX1,STAB2
YBX1,CHRNA9
YBX1,FAM46A
YBX1,CCDC132
YBX1,MTMR8
YBX1,KIF16B
YBX1,ASAP3
YBX1,TASP1
YBX1,STAP2
YBX1,TRMT1
YBX1,AMBRA1
YBX1,SMPD4
YBX1,G2E3
YBX1,ZNF673
YBX1,FLVCR2
YBX1,PIGV
YBX1,NHP2
YBX1,SLC48A1
YBX1,BCAS4
YBX1,INTS8
YBX1,ZNF692
YBX1,DDX27
YBX1,HIF1AN
YBX1,ZNF446
YBX1,PEX26
YBX1,IWS1
YBX1,FRMD4A
YBX1,NSUN5
YBX1,MAP7D1
YBX1,IPO9
YBX1,DOK4
YBX1,WDR11
YBX1,ATF7IP
YBX1,HHAT
YBX1,PARVA
YBX1,C7orf44
YBX1,NUP133
YBX1,AGK
YBX1,TMEM184C
YBX1,OGDHL
YBX1,CDK5RAP2
YBX1,TTC17
YBX1,C1orf106
YBX1,ZNF83
YBX1,EXOC2
YBX1,TBC1D23
YBX1,C6orf64
YBX1,ZNF839
YBX1,RIOK2
YBX1,MCTP2
YBX1,TXLNG
YBX1,CSGALNACT1
YBX1,CACNA2D3
YBX1,SCN3B
YBX1,ADAP2
YBX1,ST6GALNAC1
YBX1,UTP6
YBX1,DOK5
YBX1,ALLC
YBX1,VPS11
YBX1,PAG1
YBX1,TMEM111
YBX1,CAND1
YBX1,UBAP2
YBX1,EAPP
YBX1,PPP2R2D
YBX1,BRK1
YBX1,ITFG2
YBX1,C9orf46
YBX1,IDI2-AS1
YBX1,PLK1S1
YBX1,ECHDC1
YBX1,TMEM126B
YBX1,SLC22A11
YBX1,ASH1L
YBX1,PBK
YBX1,GSDMB
YBX1,LMO3
YBX1,ZNF167
YBX1,GPRC5C
YBX1,LENEP
YBX1,MESP1
YBX1,BIN3
YBX1,ERBB2IP
YBX1,LANCL2
YBX1,NKRF
YBX1,DMAP1
YBX1,3-Sep
YBX1,NSFL1C
YBX1,C20orf24
YBX1,BCAP29
YBX1,SLC50A1
YBX1,CFC1
YBX1,NXF2
YBX1,SMG9
YBX1,PDGFC
YBX1,ALG1
YBX1,KLHL4
YBX1,PCDHGC5
YBX1,PCDHGC4
YBX1,PCDHGB5
YBX1,PCDHGB3
YBX1,PCDHGB2
YBX1,PCDHGB1
YBX1,PCDHGA4
YBX1,PCDHGA3
YBX1,PCDHB15
YBX1,PCDHB9
YBX1,PCDHB7
YBX1,PCDHB3
YBX1,PCDHAC2
YBX1,TEX11
YBX1,NDNL2
YBX1,STK31
YBX1,MOSPD1
YBX1,KIAA1217
YBX1,C21orf62
YBX1,RNF20
YBX1,WDR45L
YBX1,IL36G
YBX1,TRPV5
YBX1,ANKRD7
YBX1,METTL3
YBX1,PRMT8
YBX1,CABP5
YBX1,LTB4R2
YBX1,CCL28
YBX1,EIF4ENIF1
YBX1,KCNQ5
YBX1,MMP26
YBX1,ERO1LB
YBX1,SLC2A9
YBX1,INPP5E
YBX1,ASAH2
YBX1,EIF5A2
YBX1,TMPRSS4
YBX1,CLDND1
YBX1,OR2S2
YBX1,MUC13
YBX1,JPH1
YBX1,BARHL1
YBX1,TCEAL7
YBX1,FSTL5
YBX1,MDM1
YBX1,LGALS14
YBX1,C8orf4
YBX1,AGPAT3
YBX1,NDUFA4L2
YBX1,SH3GLB2
YBX1,PAK6
YBX1,NCLN
YBX1,DUS3L
YBX1,OLFML3
YBX1,MRPS22
YBX1,C11orf30
YBX1,SDR39U1
YBX1,C5orf15
YBX1,PRTFDC1
YBX1,NIT2
YBX1,MEPE
YBX1,LHX9
YBX1,OTUD7B
YBX1,PARP6
YBX1,C14orf132
YBX1,CEACAM19
YBX1,STOX2
YBX1,PRDM8
YBX1,PRDM10
YBX1,PRDM11
YBX1,BBX
YBX1,ADAMTS9
YBX1,ACN9
YBX1,COQ9
YBX1,CIAPIN1
YBX1,C16orf62
YBX1,SLC17A7
YBX1,C1orf63
YBX1,PLSCR2
YBX1,UTP3
YBX1,SLC17A6
YBX1,AGTRAP
YBX1,CPA6
YBX1,C12orf5
YBX1,PDSS2
YBX1,TRPC7
YBX1,PGLYRP4
YBX1,SPINLW1
YBX1,GOPC
YBX1,LPAR5
YBX1,PLXDC1
YBX1,CD177
YBX1,RHBG
YBX1,ATP13A1
YBX1,MAN1C1
YBX1,C20orf3
YBX1,SCYL3
YBX1,RALGAPB
YBX1,C6orf162
YBX1,SMURF1
YBX1,JPH2
YBX1,TRIM54
YBX1,PELI2
YBX1,ASPHD2
YBX1,DOLPP1
YBX1,CAMK1G
YBX1,VARS2
YBX1,SLC39A10
YBX1,C15orf17
YBX1,NIPAL3
YBX1,SEPN1
YBX1,ATP10A
YBX1,ATP8B2
YBX1,ZNF248
YBX1,KIAA1199
YBX1,VANGL2
YBX1,TTC7A
YBX1,ERGIC1
YBX1,LYRM2
YBX1,ZNF630
YBX1,PBXIP1
YBX1,CBX8
YBX1,AICDA
YBX1,RHOJ
YBX1,CLK4
YBX1,CYP20A1
YBX1,LRTM1
YBX1,RHBDD2
YBX1,SLC24A3
YBX1,PLEKHG5
YBX1,GALNTL1
YBX1,GATAD2B
YBX1,KIAA1161
YBX1,FAM40B
YBX1,HHATL
YBX1,CNOT6
YBX1,SHROOM4
YBX1,RNF150
YBX1,KIDINS220
YBX1,MTA3
YBX1,AARS2
