mir,gene
hsa-let-7c-5p,RICTOR
hsa-miR-16-5p,RICTOR
hsa-miR-218-5p,RICTOR
hsa-miR-34a-5p,RICTOR
hsa-miR-141-3p,RIN2
hsa-miR-200a-3p,RIN2
hsa-miR-200b-3p,RIN2
hsa-miR-200c-3p,RIN2
hsa-miR-429,RIN2
hsa-miR-138-5p,RMND5A
hsa-miR-29a-3p,RNASEL
hsa-miR-199a-5p,RND1
hsa-miR-17-5p,RND3
hsa-miR-200b-3p,RND3
hsa-miR-200c-3p,RND3
hsa-miR-146a-5p,RNF11
hsa-miR-155-5p,RNF123
hsa-miR-181a-5p,RNF2
hsa-miR-181b-5p,RNF2
hsa-miR-200b-3p,RNF2
hsa-miR-200c-3p,RNF2
hsa-miR-217,ROBO1
hsa-miR-218-5p,ROBO1
hsa-miR-145-5p,ROBO2
hsa-miR-124-3p,ROCK1
hsa-miR-1280,ROCK1
hsa-miR-135a-5p,ROCK1
hsa-miR-145-5p,ROCK1
hsa-miR-146a-5p,ROCK1
hsa-miR-148a-3p,ROCK1
hsa-miR-148b-3p,ROCK1
hsa-miR-335-5p,ROCK1
hsa-miR-340-5p,ROCK1
hsa-miR-584-5p,ROCK1
hsa-miR-124-3p,ROCK2
hsa-miR-138-5p,ROCK2
hsa-miR-139-5p,ROCK2
hsa-miR-142-3p,ROCK2
hsa-miR-200b-3p,ROCK2
hsa-miR-200c-3p,ROCK2
hsa-miR-210-3p,ROD1
hsa-miR-137,RORA
hsa-miR-33b-5p,RORA
hsa-miR-30b-3p,RORC
hsa-miR-542-3p,RPS23
hsa-miR-125b-5p,RPS6KA1
hsa-miR-148a-3p,RPS6KA5
hsa-miR-145-5p,RPS6KB1
hsa-miR-16-5p,RPS6KB1
hsa-miR-21-5p,RPS7
hsa-miR-124-3p,RRAS
hsa-miR-23b-3p,RRAS2
hsa-miR-143-3p,RREB1
hsa-miR-145-5p,RREB1
hsa-let-7a-5p,RRM2
hsa-miR-145-5p,RTKN
hsa-miR-21-5p,RTN4
hsa-miR-106a-5p,RUNX1
hsa-miR-17-5p,RUNX1
hsa-miR-20a-5p,RUNX1
hsa-miR-221-3p,RUNX1
hsa-miR-675-5p,RUNX1
hsa-miR-155-5p,RUNX2
hsa-miR-195-5p,RUNX2
hsa-miR-203a-3p,RUNX2
hsa-miR-204-5p,RUNX2
hsa-miR-218-5p,RUNX2
hsa-miR-23b-3p,RUNX2
hsa-miR-30a-5p,RUNX2
hsa-miR-30b-5p,RUNX2
hsa-miR-30c-5p,RUNX2
hsa-miR-30d-5p,RUNX2
hsa-miR-335-5p,RUNX2
hsa-miR-34c-5p,RUNX2
hsa-miR-433-3p,RUNX2
hsa-miR-497-5p,RUNX2
hsa-miR-106a-5p,RUNX3
hsa-miR-106b-5p,RUNX3
hsa-miR-130a-3p,RUNX3
hsa-miR-130b-3p,RUNX3
hsa-miR-148a-3p,RUNX3
hsa-miR-301a-3p,RUNX3
hsa-miR-128-3p,RXRA
hsa-miR-574-3p,RXRA
hsa-miR-138-5p,S100A1
hsa-miR-24-3p,S100A8
hsa-miR-196a-5p,S100A9
hsa-miR-29a-3p,S100B
hsa-miR-29b-3p,S100B
hsa-miR-944,S100PBP
hsa-miR-125b-1-3p,S1PR1
hsa-miR-148a-3p,S1PR1
hsa-miR-363-3p,S1PR1
hsa-miR-107,SALL4
hsa-miR-155-5p,SAP30L
hsa-miR-29a-3p,SAPCD2
hsa-miR-191-5p,SATB1
hsa-miR-21-5p,SATB1
hsa-miR-448,SATB1
hsa-miR-182-5p,SATB2
hsa-miR-31-5p,SATB2
hsa-miR-185-5p,SCARB1
hsa-miR-223-3p,SCARB1
hsa-miR-96-5p,SCARB1
hsa-miR-125b-5p,SCNN1A
hsa-miR-296-5p,SCRIB
hsa-miR-10b-5p,SDC1
hsa-miR-143-3p,SDC1
hsa-miR-494-3p,SDC1
hsa-miR-18a-5p,SDC4
hsa-miR-155-5p,SDCBP
hsa-miR-147b,SDHD
hsa-miR-210-3p,SDHD
hsa-miR-200b-3p,SEC23A
hsa-miR-200c-3p,SEC23A
hsa-miR-605-5p,SEC24D
hsa-miR-155-5p,SECISBP2
hsa-miR-155-5p,SEL1L
hsa-miR-31-5p,SELE
hsa-miR-27a-3p,SEMA6A
hsa-miR-27b-3p,SEMA6A
hsa-miR-27a-3p,SEMA7A
hsa-miR-138-5p,SENP1
hsa-miR-192-5p,SEPT10
hsa-miR-127-3p,SEPT7
hsa-miR-141-3p,SEPT7
hsa-miR-200a-3p,SEPT7
hsa-miR-200b-3p,SEPT7
hsa-miR-200c-3p,SEPT7
hsa-miR-30a-5p,SEPT7
hsa-miR-429,SEPT7
hsa-miR-26a-5p,SERBP1
hsa-miR-204-5p,SERINC3
hsa-miR-211-5p,SERINC3
hsa-miR-145-5p,SERINC5
hsa-miR-204-5p,SERP1
hsa-miR-137,SERPINA3
hsa-miR-21-5p,SERPINB5
hsa-miR-127-3p,SERPINB9
hsa-miR-29a-3p,SERPINB9
hsa-miR-143-3p,SERPINE1
hsa-miR-145-5p,SERPINE1
hsa-miR-148a-3p,SERPINE1
hsa-miR-301a-3p,SERPINE1
hsa-miR-30b-5p,SERPINE1
hsa-miR-30c-5p,SERPINE1
hsa-miR-224-5p,SERPINF2
hsa-miR-29a-3p,SERPINH1
hsa-miR-29b-3p,SERPINH1
hsa-miR-29c-3p,SERPINH1
hsa-miR-767-5p,SERPINH1
hsa-miR-21-5p,SERPINI1
hsa-miR-199b-5p,SET
hsa-miR-199b-5p,SETD2
hsa-miR-21-5p,SETD2
hsa-miR-127-3p,SETD8
hsa-miR-502-5p,SETD8
hsa-miR-7-5p,SETD8
hsa-miR-155-5p,Sfpi1
hsa-miR-141-3p,SFPQ
hsa-miR-29b-3p,SFPQ
hsa-miR-1260b,SFRP1
hsa-miR-127-3p,SFRP1
hsa-miR-328-3p,SFRP1
hsa-miR-218-5p,SFRP2
hsa-miR-29a-3p,SFRP2
hsa-miR-133a-3p,SGMS2
hsa-miR-125b-5p,SGPL1
hsa-miR-210-3p,SH3BGRL
hsa-miR-218-5p,SH3GL1
hsa-miR-330-3p,SH3GL2
hsa-miR-155-5p,SH3PXD2A
hsa-miR-24-3p,SH3PXD2A
hsa-miR-155-5p,SHANK2
hsa-miR-141-3p,SHC1
hsa-miR-200a-3p,SHC1
hsa-miR-200b-3p,SHC1
hsa-miR-200c-3p,SHC1
hsa-miR-27b-3p,SHC1
hsa-miR-365a-3p,SHC1
hsa-miR-429,SHC1
hsa-miR-193b-3p,SHMT2
hsa-miR-135a-5p,SIAH1
hsa-miR-424-5p,SIAH1
hsa-miR-146a-5p,SIKE1
hsa-miR-200a-3p,SIP1
hsa-miR-200c-3p,SIP1
hsa-miR-106a-5p,SIRPA
hsa-miR-17-5p,SIRPA
hsa-miR-20a-5p,SIRPA
hsa-miR-126-3p,SIRT1
hsa-miR-128-3p,SIRT1
hsa-miR-132-3p,SIRT1
hsa-miR-138-5p,SIRT1
hsa-miR-142-5p,SIRT1
hsa-miR-181a-5p,SIRT1
hsa-miR-181b-5p,SIRT1
hsa-miR-181c-5p,SIRT1
hsa-miR-199a-5p,SIRT1
hsa-miR-204-5p,SIRT1
hsa-miR-217,SIRT1
hsa-miR-29c-3p,SIRT1
hsa-miR-34a-5p,SIRT1
hsa-miR-373-3p,SIRT1
hsa-miR-449a,SIRT1
hsa-miR-449b-5p,SIRT1
hsa-miR-520c-3p,SIRT1
hsa-miR-9-5p,SIRT1
hsa-miR-21-5p,SIRT2
hsa-miR-125a-5p,SIRT7
hsa-miR-125b-5p,SIRT7
hsa-miR-34a-5p,SIRT7
hsa-miR-185-5p,SIX1
hsa-miR-204-5p,SIX1
hsa-miR-30b-5p,SIX1
hsa-miR-181b-5p,SIX2
hsa-miR-127-3p,SKI
hsa-miR-155-5p,SKI
hsa-miR-7-5p,SKP2
hsa-miR-155-5p,Sla
hsa-miR-302a-3p,SLAIN1
hsa-let-7d-5p,SLC11A2
hsa-miR-92b-3p,SLC15A1
hsa-miR-124-3p,SLC16A1
hsa-miR-376a-3p,SLC16A1
hsa-miR-376a-5p,SLC16A1
hsa-miR-191-5p,SLC16A2
hsa-miR-96-5p,SLC1A1
hsa-miR-636,SLC25A5
hsa-miR-494-3p,SLC26A3
hsa-miR-1291,SLC2A1
hsa-miR-106a-5p,SLC2A3
hsa-miR-195-5p,SLC2A3
hsa-miR-223-3p,SLC2A4
hsa-miR-93-5p,SLC2A4
hsa-miR-488-3p,SLC39A8
hsa-miR-485-3p,SLC40A1
hsa-miR-126-5p,SLC45A3
hsa-miR-32-5p,SLC45A3
hsa-miR-135a-5p,SLC6A4
hsa-miR-16-5p,SLC6A4
hsa-miR-96-5p,SLC6A6
hsa-miR-122-5p,SLC7A1
hsa-miR-122-5p,SLC7A11
hsa-miR-27a-3p,SLC7A11
hsa-miR-126-3p,SLC7A5
hsa-miR-193a-3p,SLC7A5
hsa-miR-7-5p,SLC7A5
hsa-miR-30a-3p,SLC7A6
hsa-miR-1-3p,SLC8A1
hsa-miR-218-2-3p,SLIT3
hsa-miR-24-1-5p,SLITRK1
hsa-miR-146a-5p,SLPI
hsa-miR-155-5p,SMAD1
hsa-miR-205-5p,SMAD1
hsa-miR-26a-5p,SMAD1
hsa-miR-30a-5p,SMAD1
hsa-miR-30b-5p,SMAD1
hsa-miR-30c-5p,SMAD1
hsa-miR-30d-5p,SMAD1
hsa-miR-675-3p,SMAD1
hsa-let-7g-5p,SMAD2
hsa-miR-146a-5p,SMAD2
hsa-miR-148a-3p,SMAD2
hsa-miR-155-5p,SMAD2
hsa-miR-18a-5p,SMAD2
hsa-miR-18b-5p,SMAD2
hsa-miR-200a-3p,SMAD2
hsa-miR-200b-3p,SMAD2
hsa-miR-145-5p,SMAD3
hsa-miR-18a-5p,SMAD3
hsa-miR-193b-3p,SMAD3
hsa-miR-200a-3p,SMAD3
hsa-miR-491-5p,SMAD3
hsa-miR-92b-3p,SMAD3
hsa-miR-125a-5p,SMAD4
hsa-miR-125b-5p,SMAD4
hsa-miR-1260b,SMAD4
hsa-miR-130a-3p,SMAD4
hsa-miR-130b-3p,SMAD4
hsa-miR-146a-5p,SMAD4
hsa-miR-17-5p,SMAD4
hsa-miR-182-5p,SMAD4
hsa-miR-183-5p,SMAD4
hsa-miR-18a-5p,SMAD4
hsa-miR-199a-5p,SMAD4
hsa-miR-19a-3p,SMAD4
hsa-miR-19b-3p,SMAD4
hsa-miR-203a-3p,SMAD4
hsa-miR-204-5p,SMAD4
hsa-miR-205-5p,SMAD4
hsa-miR-224-5p,SMAD4
hsa-miR-26a-5p,SMAD4
hsa-miR-301a-3p,SMAD4
hsa-miR-421,SMAD4
hsa-miR-454-3p,SMAD4
hsa-miR-483-3p,SMAD4
hsa-miR-135a-5p,SMAD5
hsa-miR-135b-5p,SMAD5
hsa-miR-155-5p,SMAD5
hsa-miR-675-3p,SMAD5
hsa-miR-106b-5p,SMAD7
hsa-miR-20a-5p,SMAD7
hsa-miR-21-5p,SMAD7
hsa-miR-216a-5p,SMAD7
hsa-miR-217,SMAD7
hsa-miR-25-3p,SMAD7
hsa-miR-520g-3p,SMAD7
hsa-miR-92a-3p,SMAD7
hsa-miR-93-5p,SMAD7
hsa-miR-199a-3p,SMARCA2
hsa-miR-199a-5p,SMARCA2
hsa-miR-155-5p,SMARCA4
hsa-miR-21-5p,SMARCA4
hsa-miR-100-5p,SMARCA5
hsa-miR-99a-5p,SMARCA5
hsa-miR-192-5p,SMARCB1
hsa-miR-320c,SMARCC1
hsa-miR-490-3p,SMARCD1
hsa-miR-182-5p,SMARCD3
hsa-let-7e-5p,SMC1A
hsa-miR-146a-5p,SMN1
hsa-miR-21-5p,SMN1
hsa-miR-125b-5p,SMO
hsa-miR-324-5p,SMO
hsa-miR-326,SMO
hsa-miR-338-3p,SMO
hsa-miR-495-3p,SMR3B
hsa-miR-15b-5p,SMURF1
hsa-miR-17-5p,SMURF1
hsa-miR-497-5p,SMURF1
hsa-miR-124-3p,SMYD3
hsa-miR-153-3p,SNAI1
hsa-miR-199a-5p,SNAI1
hsa-miR-203a-3p,SNAI1
hsa-miR-30a-5p,SNAI1
hsa-miR-30b-5p,SNAI1
hsa-miR-30c-5p,SNAI1
hsa-miR-30d-5p,SNAI1
hsa-miR-30e-5p,SNAI1
hsa-miR-34a-5p,SNAI1
hsa-miR-34b-3p,SNAI1
hsa-miR-34c-5p,SNAI1
hsa-miR-506-3p,SNAI1
hsa-miR-124-3p,SNAI2
hsa-miR-128-3p,SNAI2
hsa-miR-138-5p,SNAI2
hsa-miR-1-3p,SNAI2
hsa-miR-182-5p,SNAI2
hsa-miR-183-5p,SNAI2
hsa-miR-203a-3p,SNAI2
hsa-miR-204-5p,SNAI2
hsa-miR-30c-5p,SNAI2
hsa-miR-506-3p,SNAI2
hsa-miR-545-3p,SNAI2
hsa-miR-630,SNAI2
hsa-miR-96-5p,SNAI2
hsa-miR-29b-3p,SNAI3
hsa-miR-641,SNAP25
hsa-miR-153-3p,SNCA
hsa-miR-7-5p,SNCA
hsa-miR-103a-3p,SNCG
hsa-miR-107,SNCG
hsa-miR-4437,SNCG
hsa-miR-4674,SNCG
hsa-miR-4722-5p,SNCG
hsa-miR-361-5p,SND1
hsa-miR-95-3p,SNX1
hsa-miR-133a-3p,SNX30
hsa-let-7i-5p,SOCS1
hsa-miR-122-5p,SOCS1
hsa-miR-155-5p,SOCS1
hsa-miR-19a-3p,SOCS1
hsa-miR-19b-3p,SOCS1
hsa-miR-221-3p,SOCS1
hsa-miR-30b-5p,SOCS1
hsa-miR-30d-5p,SOCS1
hsa-miR-194-5p,SOCS2
hsa-let-7f-5p,SOCS3
hsa-miR-19a-3p,SOCS3
hsa-miR-203a-3p,SOCS3
hsa-miR-221-3p,SOCS3
hsa-miR-98-5p,SOCS4
hsa-miR-92a-3p,SOCS5
hsa-miR-9-5p,SOCS5
hsa-miR-17-5p,SOCS6
hsa-miR-203a-3p,SOCS6
hsa-miR-424-5p,SOCS6
hsa-miR-145-5p,SOCS7
hsa-miR-377-3p,SOD1
hsa-miR-17-3p,SOD2
hsa-miR-212-3p,SOD2
hsa-miR-222-3p,SOD2
hsa-miR-377-3p,SOD2
hsa-miR-21-5p,SOD3
hsa-miR-124-3p,SOS1
hsa-miR-204-5p,SOST
hsa-miR-218-5p,SOST
hsa-miR-335-5p,SOX17
hsa-miR-1181,SOX2
hsa-miR-126-3p,SOX2
hsa-miR-140-5p,SOX2
hsa-miR-145-5p,SOX2
hsa-miR-340-5p,SOX2
hsa-miR-34a-5p,SOX2
hsa-miR-34b-3p,SOX2
hsa-miR-34c-5p,SOX2
hsa-miR-429,SOX2
hsa-miR-625-5p,SOX2
hsa-miR-638,SOX2
hsa-miR-129-2-3p,SOX4
hsa-miR-1292-5p,SOX4
hsa-miR-129-5p,SOX4
hsa-miR-138-5p,SOX4
hsa-miR-191-5p,SOX4
hsa-miR-204-5p,SOX4
hsa-miR-30a-5p,SOX4
hsa-miR-335-5p,SOX4
hsa-miR-132-3p,SOX5
hsa-miR-15a-5p,SOX5
hsa-miR-16-5p,SOX5
hsa-miR-194-5p,SOX5
hsa-miR-21-5p,SOX5
hsa-miR-1-3p,SOX6
hsa-miR-155-5p,SOX6
hsa-miR-16-5p,SOX6
hsa-miR-208a-3p,SOX6
hsa-miR-499a-5p,SOX6
hsa-miR-184,SOX7
hsa-miR-101-3p,SOX9
hsa-miR-1247-5p,SOX9
hsa-miR-1-3p,SOX9
hsa-miR-140-5p,SOX9
hsa-miR-145-5p,SOX9
hsa-miR-495-3p,SOX9
hsa-miR-129-5p,SP1
hsa-miR-133a-3p,SP1
hsa-miR-133b,SP1
hsa-miR-1-3p,SP1
hsa-miR-145-5p,SP1
hsa-miR-149-5p,SP1
hsa-miR-150-5p,SP1
hsa-miR-200b-3p,SP1
hsa-miR-200c-3p,SP1
hsa-miR-21-5p,SP1
hsa-miR-218-5p,SP1
hsa-miR-223-3p,SP1
hsa-miR-22-3p,SP1
hsa-miR-27a-3p,SP1
hsa-miR-29b-3p,SP1
hsa-miR-330-3p,SP1
hsa-miR-335-5p,SP1
hsa-miR-33a-5p,SP1
hsa-miR-375,SP1
hsa-miR-711,SP1
hsa-miR-638,SP2
hsa-miR-223-3p,SP3
hsa-miR-27a-3p,SP3
hsa-miR-27a-3p,SP4
hsa-miR-145-5p,SP7
hsa-miR-31-5p,SP7
hsa-miR-637,SP7
hsa-miR-93-5p,Sp7
hsa-miR-29a-3p,SPARC
hsa-miR-29b-3p,SPARC
hsa-miR-29c-3p,SPARC
hsa-miR-767-5p,SPARC
hsa-miR-204-5p,SPDEF
hsa-miR-510-5p,SPDEF
hsa-miR-124-3p,SPHK1
hsa-miR-155-5p,SPI1
hsa-miR-424-5p,SPI1
hsa-miR-569,SPI1
hsa-miR-299-5p,SPP1
hsa-miR-126-3p,SPRED1
hsa-miR-1-3p,SPRED1
hsa-miR-196a-5p,SPRR2C
hsa-miR-21-5p,SPRY2
hsa-miR-23a-3p,SPRY2
hsa-miR-24-2-5p,SPRY2
hsa-miR-27a-3p,SPRY2
hsa-miR-203a-3p,SRC
hsa-miR-205-5p,SRC
hsa-miR-23b-3p,SRC
hsa-miR-31-5p,SRC
hsa-miR-33a-5p,SRC
hsa-miR-33b-5p,SRC
hsa-miR-34a-5p,SRC
hsa-miR-150-5p,SRCIN1
hsa-miR-374a-5p,SRCIN1
hsa-miR-128-3p,SREBF1
hsa-miR-185-5p,SREBF1
hsa-miR-33a-5p,SREBF1
hsa-miR-342-3p,SREBF1
hsa-miR-128-3p,SREBF2
hsa-miR-185-5p,SREBF2
hsa-miR-342-3p,SREBF2
hsa-miR-122-5p,SRF
hsa-miR-200a-3p,SRF
hsa-miR-483-5p,SRF
hsa-miR-9-5p,SRF
hsa-miR-145-5p,SRGAP1
hsa-miR-214-3p,SRGAP1
hsa-miR-214-3p,SRGAP2
hsa-miR-29a-3p,SRGAP2
hsa-miR-10a-5p,SRSF1
hsa-miR-10b-5p,SRSF1
hsa-miR-505-3p,SRSF1
hsa-miR-7-5p,SRSF1
hsa-miR-29c-3p,SRSF10
hsa-miR-376a-3p,SRSF11
hsa-miR-376a-5p,SRSF11
hsa-miR-211-5p,SSRP1
hsa-miR-24-3p,SSSCA1
hsa-miR-221-3p,SSX2IP
hsa-miR-222-3p,SSX2IP
hsa-miR-338-3p,SSX2IP
hsa-miR-27b-3p,ST14
hsa-miR-24-3p,ST7L
hsa-miR-125b-5p,STARD13
hsa-miR-145-5p,STAT1
hsa-miR-146a-5p,STAT1
hsa-miR-106a-5p,STAT3
hsa-miR-106b-5p,STAT3
hsa-miR-1181,STAT3
hsa-miR-1234-3p,STAT3
hsa-miR-124-3p,STAT3
hsa-miR-130b-3p,STAT3
hsa-miR-17-5p,STAT3
hsa-miR-181a-5p,STAT3
hsa-miR-20a-5p,STAT3
hsa-miR-20b-5p,STAT3
hsa-miR-21-5p,STAT3
hsa-miR-337-3p,STAT3
hsa-miR-4516,STAT3
hsa-miR-874-3p,STAT3
hsa-miR-92a-3p,STAT3
hsa-miR-141-3p,STAT4
hsa-miR-17-5p,Stat5a
hsa-miR-221-3p,STAT5A
hsa-miR-222-3p,STAT5A
hsa-miR-223-3p,STAT5A
hsa-miR-134-5p,STAT5B
hsa-miR-135a-5p,STAT6
hsa-miR-361-5p,STAT6
hsa-miR-199a-3p,STK11
hsa-miR-133b,STK3
hsa-miR-18a-5p,STK4
hsa-miR-31-5p,STK40
hsa-miR-101-3p,STMN1
hsa-miR-210-3p,STMN1
hsa-miR-223-3p,STMN1
hsa-miR-9-5p,STMN1
hsa-miR-24-3p,STX16
hsa-miR-34a-5p,STX1A
hsa-miR-378a-3p,SUFU
hsa-miR-378a-5p,SUFU
hsa-miR-516a-3p,SULF1
hsa-miR-631,SULT1A1
hsa-miR-199a-5p,SULT1E1
hsa-miR-128-3p,SUZ12
hsa-miR-138-5p,SUZ12
hsa-miR-19a-3p,SUZ12
hsa-miR-200b-3p,SUZ12
hsa-miR-200c-3p,SUZ12
hsa-miR-487b-3p,SUZ12
hsa-miR-145-5p,SWAP70
hsa-miR-124-3p,SYCP1
hsa-miR-96-5p,SYCP1
hsa-miR-494-3p,SYNCRIP
hsa-miR-34a-5p,SYT1
hsa-miR-26b-5p,TAB1
hsa-miR-142-3p,TAB2
hsa-miR-155-5p,TAB2
hsa-miR-23b-3p,TAB2
hsa-miR-195-5p,TAB3
hsa-miR-23b-3p,TAB3
hsa-miR-130a-3p,TAC1
hsa-miR-206,TAC1
hsa-miR-152-3p,TACC3
hsa-miR-24-3p,TACC3
hsa-miR-425-5p,TACC3
hsa-miR-125b-1-3p,TACSTD2
hsa-miR-155-5p,TAF5L
hsa-miR-199b-5p,TAF9B
hsa-miR-133a-3p,TAGLN2
hsa-miR-133b,TAGLN2
hsa-miR-1-3p,TAGLN2
hsa-miR-223-3p,TAL1
hsa-miR-346,TAP1
hsa-miR-195-5p,TAR
hsa-miR-497-5p,TAR
hsa-miR-500a-5p,TAX1BP1
hsa-miR-141-3p,TAZ
hsa-miR-125b-5p,TBC1D1
hsa-miR-155-5p,TBC1D14
hsa-miR-17-5p,TBC1D2
hsa-miR-381-3p,TBC1D9
hsa-miR-495-3p,TBC1D9
hsa-miR-195-5p,TBCCD1
hsa-miR-200c-3p,TBK1
hsa-miR-221-3p,TBK1
hsa-miR-122-5p,TBX19
hsa-miR-29b-3p,TBX21
hsa-miR-137,TBX3
hsa-miR-31-5p,TBXA2R
hsa-miR-34b-3p,TBXAS1
hsa-miR-106b-5p,TCEAL1
hsa-miR-1180-3p,TCEAL1
hsa-miR-1236-3p,TCEAL1
hsa-miR-17-5p,TCEAL1
hsa-miR-20a-5p,TCEAL1
hsa-miR-221-3p,TCEAL1
hsa-miR-222-3p,TCEAL1
hsa-miR-22-3p,TCEAL1
hsa-miR-224-5p,TCEAL1
hsa-miR-25-3p,TCEAL1
hsa-miR-370-3p,TCEAL1
hsa-miR-663a,TCEAL1
hsa-miR-182-5p,TCEAL7
hsa-miR-204-5p,TCF12
hsa-miR-211-5p,TCF12
hsa-miR-21-5p,TCF21
hsa-miR-17-5p,TCF3
hsa-miR-126-3p,TCF4
hsa-miR-204-5p,TCF4
hsa-miR-452-5p,TCF4
hsa-miR-141-3p,TCF7L1
hsa-miR-200a-3p,TCF7L1
hsa-miR-200b-3p,TCF7L1
hsa-miR-200c-3p,TCF7L1
hsa-miR-429,TCF7L1
hsa-miR-181b-5p,TCL1A
hsa-miR-29b-3p,TCL1A
hsa-miR-26a-5p,TDG
hsa-miR-29a-3p,TDG
hsa-miR-29b-3p,TDG
hsa-miR-29c-3p,TDG
hsa-miR-125b-5p,Tef
hsa-miR-126-3p,TEK
hsa-miR-155-5p,TERF1
hsa-miR-1182,TERT
hsa-miR-1207-5p,TERT
hsa-miR-1266-5p,TERT
hsa-miR-138-5p,TERT
hsa-miR-181a-5p,TERT
hsa-miR-498,TERT
hsa-miR-29a-3p,TET1
hsa-miR-29b-3p,TET1
hsa-miR-101-3p,TET2
hsa-miR-125b-5p,TET2
hsa-miR-22-3p,TET2
hsa-miR-26a-5p,TET2
hsa-miR-29a-3p,TET2
hsa-miR-29b-3p,TET2
hsa-miR-29c-3p,TET2
hsa-miR-7-5p,TET2
hsa-miR-29a-3p,TET3
hsa-miR-28-5p,TEX261
hsa-miR-708-3p,TEX261
hsa-miR-19a-3p,TF
hsa-miR-200a-3p,TFAM
hsa-miR-494-3p,TFAM
hsa-miR-10b-5p,TFAP2C
hsa-miR-29c-3p,TFAP2C
hsa-miR-141-3p,TFDP2
hsa-miR-218-5p,TFF1
hsa-miR-423-5p,TFF1
hsa-miR-504-5p,TFF1
hsa-miR-335-5p,TFF2
hsa-miR-616-3p,TFPI2
hsa-miR-210-3p,TFRC
hsa-miR-22-3p,TFRC
hsa-miR-320a,TFRC
hsa-miR-152-3p,TGFA
hsa-miR-376c-3p,TGFA
hsa-miR-130a-3p,TGFB1
hsa-miR-144-3p,TGFB1
hsa-miR-211-5p,TGFB1
hsa-miR-24-3p,TGFB1
hsa-miR-29b-3p,TGFB1
hsa-miR-633,TGFB1
hsa-miR-663a,TGFB1
hsa-miR-137,TGFB2
hsa-miR-141-3p,TGFB2
hsa-miR-29b-3p,TGFB2
hsa-miR-29b-3p,TGFB3
hsa-miR-21-5p,TGFBI
hsa-miR-675-5p,TGFBI
hsa-miR-9-5p,TGFBI
hsa-let-7b-5p,TGFBR1
hsa-let-7c-5p,TGFBR1
hsa-let-7g-5p,TGFBR1
hsa-miR-128-3p,TGFBR1
hsa-miR-135b-5p,TGFBR1
hsa-miR-140-5p,TGFBR1
hsa-miR-142-3p,TGFBR1
hsa-miR-181a-5p,TGFBR1
hsa-miR-376c-3p,TGFBR1
hsa-miR-106a-5p,TGFBR2
hsa-miR-145-5p,TGFBR2
hsa-miR-17-5p,TGFBR2
hsa-miR-204-5p,TGFBR2
hsa-miR-20a-5p,TGFBR2
hsa-miR-211-5p,TGFBR2
hsa-miR-21-5p,TGFBR2
hsa-miR-302b-3p,TGFBR2
hsa-miR-34b-5p,TGFBR2
hsa-miR-370-3p,TGFBR2
hsa-miR-372-3p,TGFBR2
hsa-miR-373-3p,TGFBR2
hsa-miR-590-5p,TGFBR2
hsa-miR-655-3p,TGFBR2
hsa-miR-93-5p,TGFBR2
hsa-miR-9-5p,TGFBR2
hsa-miR-21-5p,TGFBR3
hsa-miR-181a-5p,TGFBRAP1
hsa-miR-21-5p,TGIF1
hsa-miR-148a-3p,TGIF2
hsa-miR-30c-5p,TGIF2
hsa-miR-1285-3p,TGM2
hsa-miR-1-3p,TH
hsa-miR-100-5p,THAP2
hsa-let-7g-5p,THBS1
hsa-miR-182-5p,THBS1
hsa-miR-27b-3p,THBS1
hsa-miR-30a-3p,THBS1
hsa-miR-27b-3p,THBS2
hsa-miR-155-5p,THRB
hsa-miR-204-5p,THRB
hsa-miR-27a-3p,THRB
hsa-miR-425-5p,THRB
hsa-miR-452-5p,THRB
hsa-miR-10b-5p,TIAM1
hsa-miR-141-3p,TIAM1
hsa-miR-21-5p,TIAM1
hsa-miR-22-3p,TIAM1
hsa-miR-29c-3p,TIAM1
hsa-miR-31-5p,TIAM1
hsa-miR-329-3p,TIAM1
hsa-miR-221-3p,TICAM1
hsa-miR-375,TIMM8A
hsa-miR-1293,TIMP1
hsa-miR-181a-5p,TIMP1
hsa-miR-519a-3p,TIMP1
hsa-miR-106a-5p,TIMP2
hsa-miR-200c-3p,TIMP2
hsa-miR-429,TIMP2
hsa-miR-519c-3p,TIMP2
hsa-miR-519d-3p,TIMP2
hsa-miR-103a-3p,TIMP3
hsa-miR-17-3p,TIMP3
hsa-miR-17-5p,TIMP3
hsa-miR-181b-5p,TIMP3
hsa-miR-21-5p,TIMP3
hsa-miR-221-3p,TIMP3
hsa-miR-222-3p,TIMP3
hsa-miR-145-5p,TIRAP
hsa-miR-132-3p,TJAP1
hsa-miR-105-5p,TJP1
hsa-miR-212-3p,TJP1
hsa-miR-203a-3p,TJP2
hsa-miR-1-3p,TKT
hsa-miR-206,TKT
hsa-miR-657,TLE1
hsa-miR-155-5p,TLE4
hsa-miR-132-3p,TLN2
hsa-miR-194-5p,TLN2
hsa-miR-105-5p,TLR2
hsa-miR-146a-5p,TLR2
hsa-miR-154-5p,TLR2
hsa-miR-19a-3p,TLR2
hsa-miR-19b-3p,TLR2
hsa-miR-758-3p,TLR3
hsa-let-7b-5p,TLR4
hsa-let-7i-5p,TLR4
hsa-miR-146a-5p,TLR4
hsa-miR-146b-5p,TLR4
hsa-miR-758-3p,TLR7
hsa-miR-141-3p,TM4SF1
hsa-miR-155-5p,TM6SF1
hsa-miR-21-5p,TM9SF3
