X1-Mar
AGFG2
AGMAT
AGMO
AGO4
AGPAT2
AGPAT4
AGTPBP1
AGTR1
AGTRAP
AHCTF1
AHCY
AHNAK
AHR
AHSA2
AIF1L
AIFM1
AIFM2
AIG1
AIM1
AJAP1
AK3
AK4
AK5
AKAP1
AKAP11
AKAP12
AKAP13
AKAP2
AKAP5
AKAP6
AKAP7
AKIP1
AKIRIN2
AKR1E2
AKT1
AKT1S1
AKT3
ALAD
ALDH18A1
ALDH1A1
ALDH1A2
ALDH1A3
ALDH1B1
ALDH3A2
ALDH4A1
ALDH5A1
ALDH7A1
ALDOB
ALG1
ALG11
ALG6
ALG9
ALPK3
ALPL
ALS2CL
ALS2CR11
ALX4
AMACR
AMIGO1
AMIGO2
AMIGO3
AMMECR1
AMOT
AMOTL1
AMOTL2
AMT
AMZ1
ANAPC16
ANAPC7
ANGEL1
ANGPT1
ANGPTL1
ANGPTL2
ANGPTL5
ANGPTL7
ANK2
ANKDD1A
ANKEF1
ANKFY1
ANKMY2
ANKRD11
ANKRD12
ANKRD13A
ANKRD20A3
ANKRD22
ANKRD29
ANKRD40
ANKRD45
ANKRD46
ANKRD50
ANKRD53
ANKRD54
ANKRD6
ANKRD65
ANKS1A
ANKS6
ANLN
ANO2
ANO3
ANO4
ANO5
ANO6
ANO7
ANP32A
ANTXR2
ANXA11
ANXA6
ANXA8
AOC3
AOX1
AP1AR
AP1S1
AP1S3
AP3B1
AP3D1
AP5B1
AP5S1
APBA1
APC
APCDD1
APCDD1L
APH1A
APH1B
APITD1
APLF
APLNR
APOBEC2
APOBEC3A
APOL3
APOL6
APOLD1
APPL2
APTX
AQP1
AQP4
AQP5
ARAP3
ARC
ARF1
ARF3
ARF4
ARF6
ARFGAP1
ARFGEF1
ARFGEF3
ARFIP2
ARG2
ARGLU1
ARHGAP10
ARHGAP11A
ARHGAP12
ARHGAP17
ARHGAP19
ARHGAP20
ARHGAP21
ARHGAP23
ARHGAP24
ARHGAP25
ARHGAP26
ARHGAP28
ARHGAP29
ARHGAP31
ARHGAP32
ARHGAP36
ARHGAP39
ARHGAP42
ARHGAP5
ARHGAP6
ARHGDIA
ARHGDIB
ARHGEF10
ARHGEF11
ARHGEF15
ARHGEF16
ARHGEF17
ARHGEF28
ARHGEF33
ARHGEF37
ARHGEF39
ARHGEF4
ARHGEF40
ARHGEF6
ARHGEF7
ARHGEF9
ARID1A
ARID1B
ARID3A
ARID4A
ARID5B
ARIH2
ARL1
ARL10
ARL11
ARL15
ARL3
ARL4A
ARL4C
ARL4D
ARL6IP1
ARL6IP5
ARL8A
ARL8B
ARMC1
ARMC10
ARMC6
ARMC7
ARMT1
ARNT
ARNT2
ARPC4
ARPC5
ARRB1
ARRDC2
ARRDC3
ARRDC4
ARSB
ARSI
ARSK
ARV1
ASB1
ASB13
ASB14
ASB9
ASCC1
ASCC3
ASCL1
ASCL2
ASF1B
ASPH
ASPHD2
ASPN
ASPRV1
ASTN1
ASXL1
ASXL3
ATAD2
ATF3
ATF5
ATF7
ATG14
ATG16L1
ATG2B
ATG4A
ATG7
ATG9B
ATL1
ATL2
ATM
ATMIN
ATN1
ATOH8
ATP10D
ATP11A
ATP11C
ATP1A2
ATP1B2
ATP2A3
ATP2B1
ATP2B2
ATP2B4
ATP6AP1
ATP6AP2
ATP6V0D2
ATP6V0E1
ATP6V0E2
ATP6V1A
ATP6V1D
ATP6V1G1
ATP8A1
ATP8B1
ATP8B3
ATP8B4
ATP9A
ATP9B
ATPIF1
ATXN1L
ATXN2L
ATXN3
ATXN7
ATXN7L1
ATXN7L3
AUH
AUNIP
AURKA
AVPR1A
AVPR2
AXIN1
AXIN2
AXL
AZI2
AZIN1
B3GALNT1
B3GALNT2
B3GALT1
B3GALT2
B3GALT6
B3GAT1
B3GNT5
B4GALNT1
B4GALT1
B4GALT3
B4GALT4
B4GALT6
B4GALT7
B4GAT1
BAALC
BACE1
BACH2
BAG5
BAHCC1
BAIAP2
BAIAP2L1
BAK1
BANK1
BASP1
BAZ1A
BAZ1B
BAZ2B
BBC3
BBS10
BBS12
BBS7
BCAN
BCAS1
BCAS4
BCCIP
BCDIN3D
BCKDHB
BCKDK
BCL11A
BCL2
BCL2L1
BCL2L11
BCL2L2
BCL6
BCL6B
BCL9
BCO2
BCOR
BDH2
BDNF
BEGAIN
BEND6
BEND7
BFAR
BGN
BHLHE22
BHLHE41
BHMT
BHMT2
BICD2
BIN3
BIRC5
BIVM
BLCAP
BLOC1S2
BLOC1S3
BLOC1S4
BLOC1S6
BLZF1
BMF
BMI1
BMP2
BMP3
BMP6
BMP8A
BMPER
BMPR1A
BMPR1B
BMPR2
BNC1
BNIP2
BNIP3L
BOC
BOD1L1
BOK
BORA
BORCS7
BPGM
BPNT1
BRCA1
BRCA2
BRCC3
BRD1
BRIP1
BRMS1
BRMS1L
BRSK2
BRWD3
BSG
BSPRY
BTAF1
BTBD10
BTBD11
BTBD7
BTF3L4
BTG1
BTG2
BTN1A1
BTN2A1
BTN3A1
BTNL9
BUB3
BVES
BZRAP1
BZW1
C10orf10
C10orf105
C10orf35
C10orf54
C10orf90
C11orf31
C11orf49
C11orf54
C11orf63
C11orf70
C11orf84
C11orf87
C11orf95
C11orf96
C12orf43
C12orf49
C12orf66
C14orf1
C14orf119
C14orf142
C14orf159
C14orf180
C14orf28
C14orf79
C15orf40
C15orf41
C15orf52
C15orf62
C16orf52
C16orf54
C16orf58
C16orf70
C16orf71
C16orf72
C17orf107
C17orf51
C17orf62
C18orf32
C18orf42
C19orf12
C19orf52
C19orf53
C1GALT1C1
C1orf115
C1orf123
C1orf131
C1orf159
C1orf204
C1orf210
C1orf27
C1orf43
C1orf52
C1orf56
C1orf74
C1orf95
C1QL2
C1QL4
C1QTNF1
C1QTNF2
C1QTNF6
C1QTNF7
C1QTNF9
C1RL
C20orf194
C20orf24
C21orf2
C21orf58
C21orf62
C21orf91
C22orf23
C22orf39
C22orf46
C2CD2
C2CD2L
C2CD4C
C2orf15
C2orf54
C2orf71
C2orf88
C3orf18
C3orf38
C3orf52
C3orf58
C4orf3
C4orf32
C4orf46
C5orf22
C5orf64
C6
C6orf120
C6orf62
C6orf89
C7
C7orf31
C7orf43
C7orf50
C7orf60
C7orf73
C8orf34
C8orf46
C8orf58
C9orf3
C9orf40
C9orf64
C9orf66
C9orf72
C9orf85
C9orf91
CA12
CA3
CA5B
CAB39L
CABLES2
CABYR
CACFD1
CACHD1
CACNA1C
CACNA1D
CACNA1E
CACNA2D4
CACNB2
CACNB3
CACNB4
CACNG1
CACNG4
CACYBP
CADM2
CADM3
CADPS
CALB2
CALCOCO1
CALCR
CALD1
CALHM1
CALM3
CALML3
CALML4
CALN1
CALR
CALU
CAMK2D
CAMK2N2
CAMKK2
CAMTA2
CAND1
CAND2
CANT1
CANX
CAP1
CAPN1
CAPN15
CAPN3
CAPN5
CAPN6
CAPRIN1
CAPS
CAPZA1
CAPZB
CARD10
CARD14
CARD6
CARD8
CARF
CARM1
CARNS1
CASKIN2
CASP10
CASP2
CASP3
CASP6
CASQ2
CAST
CAT
CATSPER2
CAV1
CAV2
CAV3
CBL
CBLN1
CBLN2
CBS
CBX1
CBX2
CBX3
CBX4
CBX6
CBX7
CC2D2A
CC2D2B
CCBE1
CCDC102A
CCDC107
CCDC112
CCDC114
CCDC117
CCDC120
CCDC121
CCDC125
CCDC129
CCDC137
CCDC141
CCDC142
CCDC144A
CCDC152
CCDC178
CCDC184
CCDC25
CCDC28A
CCDC3
CCDC36
CCDC43
CCDC47
CCDC50
CCDC64
CCDC68
CCDC69
CCDC71L
CCDC73
CCDC8
CCDC80
CCDC82
CCDC85A
CCDC88A
CCDC88C
CCDC89
CCDC93
CCL16
CCM2L
CCNA2
CCNB1
CCND2
CCND3
CCNDBP1
CCNE1
CCNE2
CCNF
CCNG1
CCNK
CCNL2
CCSER2
CCT5
CCT6A
CD160
CD164L2
CD177
CD1C
CD200
CD200R1
CD209
CD24
CD244
CD276
CD2AP
CD2BP2
CD300LF
CD300LG
CD302
CD34
CD36
CD40
CD46
CD59
CD80
CD81
CD86
CD93
CD99L2
CDADC1
CDC14A
CDC14B
CDC20B
CDC25A
CDC25B
CDC42
CDC42EP2
CDC42EP3
CDC42EP4
CDC42SE1
CDC6
CDC7
CDCA4
CDCA5
CDCA8
CDCP1
CDCP2
CDH11
CDH12
CDH13
CDH17
CDH19
CDH2
CDH22
CDH23
CDH5
CDIP1
CDK1
CDK10
CDK16
CDK2
CDK5R1
CDK6
CDKL2
CDKN1C
CDKN2A
CDKN2D
CDNF
CDO1
CDON
CDR2
CDR2L
CDRT4
CDS1
CDT1
CDYL2
CEACAM5
CEACAM6
CEACAM7
CEBPA
CEBPB
CELF2
CELF3
CELF5
CELF6
CELSR1
CELSR3
CEMIP
CEND1
CENPA
CENPF
CENPH
CENPK
CENPL
CENPN
CENPO
CENPP
CENPU
CEP120
CEP126
CEP162
CEP44
CEP55
CEP57
CEP68
CEP70
CEP83
CEP85
CEP85L
CEP97
CERCAM
CERKL
CERS2
CERS3
CERS6
CES2
CES4A
CETN2
CFAP58
CFAP69
CFL1
CFL2
CFTR
CGN
CH25H
CHAC1
CHAC2
CHD2
CHD4
CHD9
CHFR
CHIC1
CHL1
CHML
CHMP3
CHMP4B
CHMP5
CHODL
CHRDL1
CHRFAM7A
CHRM1
CHRNA1
CHRNA6
CHRNA7
CHRNB1
CHRNE
CHST1
CHST11
CHST15
CHST2
CHST3
CHST4
CHST6
CHST7
CHST9
CHSY3
CHURC1
CIAPIN1
CIB2
CILP2
CIRBP
CISD2
CISD3
CISH
CIT
CITED2
CKAP2
CKAP2L
CKAP4
CLASP1
CLASP2
CLCN4
CLCN6
CLCN7
CLDN10
CLDN11
CLDN16
CLDN18
CLDN19
CLDN2
CLDN23
CLDN5
CLDN7
CLDN8
CLDND1
CLEC10A
CLEC1A
CLEC2B
CLEC2L
CLEC3A
CLEC4F
CLEC4M
CLEC5A
CLEC7A
CLGN
CLIC2
CLIC5
CLIP1
CLIP3
CLIP4
CLK4
CLMP
CLN6
CLN8
CLNS1A
CLPB
CLSPN
CLSTN3
CLTC
CLTCL1
CLU
CLVS1
CLYBL
CMPK1
CMPK2
CMTM7
CNDP2
CNIH1
CNIH2
CNKSR2
CNN1
CNNM1
CNNM4
CNOT11
CNOT6
CNOT6L
CNR1
CNRIP1
CNST
CNTD2
CNTF
CNTFR
CNTLN
CNTN2
CNTN3
CNTN4
CNTNAP2
CNTNAP3P2
CNTNAP4
COBLL1
COG2
COIL
COL10A1
COL11A1
COL11A2
COL12A1
COL14A1
COL15A1
COL17A1
COL1A1
COL1A2
COL21A1
COL22A1
COL23A1
COL24A1
COL3A1
COL4A3
COL4A3BP
COL4A4
COL4A6
COL5A1
COL5A2
COL6A3
COL6A6
COLEC12
COLGALT1
COLGALT2
COMMD10
COMMD6
COMMD7
COPA
COPS2
COPS7A
COPS8
COPZ1
COQ10A
CORIN
CORO1C
CORO2A
CORO2B
CORO7
COX16
COX20
COX6B2
CPE
CPEB1
CPEB3
CPED1
CPM
CPNE3
CPNE7
CPNE8
CPS1
CPSF2
CPXM2
CR1
CRB1
CRB2
CRB3
CRBN
CRCP
CREB1
CREB3L1
CREB5
CREBL2
CREBRF
CREG1
CRELD1
CRHBP
CRHR1
CRIM1
CRISPLD1
CRK
CRMP1
CRNKL1
CRTAC1
CRTAP
CRTC1
CRTC3
CRY2
CRYBG3
CSAD
CSDE1
CSE1L
CSF1
CSF3
CSGALNACT1
CSK
CSMD1
CSMD2
CSNK1G1
CSNK2A1
CSPG4
CSRNP1
CSRNP2
CSRNP3
CSRP1
CSTF1
CSTF3
CTAGE5
CTBP2
CTDSP1
CTDSP2
CTDSPL
CTF1
CTIF
CTNS
CTPS1
CTPS2
CTSB
CTSD
CTSO
CTTN
CTTNBP2
CTXN1
CTXN2
CUBN
CWF19L2
CX3CL1
CX3CR1
CXCL1
CXCL10
CXCL11
CXCL12
CXCL14
CXCL2
CXCL3
CXCL5
CXCL6
CXCL9
CXCR2
CXCR4
CXorf36
CXorf40A
CXorf57
CYB561
CYB561D1
CYB5D2
CYB5R1
CYB5R3
CYBRD1
CYCS
CYFIP2
CYGB
CYP1A1
CYP20A1
CYP26B1
CYP27B1
CYP27C1
CYP2B6
CYP2C18
CYP2U1
CYP39A1
CYP3A4
CYP3A43
CYP46A1
CYP4F22
CYP4F3
CYP51A1
CYP7A1
CYP7B1
CYP8B1
CYR61
CYTH3
CYTL1
CYYR1
DAAM2
DAB2
DAB2IP
DACH2
DACT2
DAGLB
DAP
DAPK2
DARS2
DAZAP1
DBF4
DBNDD1
DBR1
DBX2
DCAF10
DCAF12
DCAF12L2
DCAF13
DCAF5
DCAF7
DCAKD
DCBLD2
DCC
DCDC2
DCHS2
DCK
DCLK1
DCN
DCP1A
DCTN5
DCTPP1
DCUN1D3
DCUN1D4
DCUN1D5
DCX
DDHD2
DDIT4L
DDO
DDOST
DDR1
DDX17
DDX19A
DDX23
DDX26B
DDX3X
DDX58
DEDD
DEDD2
DEF8
DEFB132
DENND2C
DENND3
DENND4A
DENND4C
DENND5A
DENND5B
DENR
DEPDC1
DEPDC1B
DERL1
DES
DESI2
DFNA5
DGAT2
DGKB
DGKG
DGKI
DHCR24
DHCR7
DHDDS
DHRS11
DHRS12
DHRS13
DHRSX
DHTKD1
DHX34
DHX9
DIABLO
DIAPH1
DIAPH2
DIAPH3
DIO1
DIO2
DIO3
DIP2B
DIP2C
DIRAS2
DIRAS3
DIRC1
DIS3L
DISC1
DIXDC1
DKC1
DKK3
DLC1
DLG2
DLG3
DLGAP2
DLL1
DLL4
DLST
DLX3
DMBX1
DMRT2
DMRT3
DMRTA1
DMTF1
DMTN
DMXL1
DNA2
DNAAF5
DNAJA3
DNAJA4
DNAJB4
DNAJB7
DNAJC10
DNAJC14
DNAJC18
DNAJC27
DNAJC9
DNAL4
DNASE2
DNER
DNHD1
DNM3
DNMBP
DNMT3A
DNMT3B
DNPEP
DOC2B
DOCK4
DOCK7
DOCK8
DOCK9
DOK3
DOK4
DOK5
DOLPP1
DOPEY2
DPF3
DPH2
DPM2
DPP4
DPP8
DPP9
DPT
DPY19L2
DPYD
DPYSL2
DRD1
DRD2
DRP2
DSC1
DSC3
DSCAML1
DSCC1
DSE
DSEL
DSG1
DSG3
DSN1
DST
DTL
DTNA
DTWD1
DTX1
DTX3L
DTX4
DUOX2
DUS4L
DUSP1
DUSP13
DUSP14
DUSP19
DUSP26
DUSP3
DUSP6
DUSP7
DVL2
DVL3
DYNC1I1
DYNC1LI1
DYNC1LI2
DYNC2H1
DZIP1
DZIP1L
E2F1
E2F2
E2F3
E2F5
E2F7
E2F8
EAF1
EARS2
EBF1
EBF2
EBF3
ECE1
ECE2
ECHDC1
ECHDC3
ECM2
ECT2
EDA
EDA2R
EDAR
EDEM3
EDN1
EDN2
EDN3
EDNRB
EEA1
EEF1A1
EEF2K
EEF2KMT
EEPD1
EFCAB1
EFCAB13
EFCAB14
EFEMP1
EFNA1
EFNA3
EFNA4
EFNA5
EFNB1
EFNB2
EFNB3
EFR3A
EFR3B
EFTUD2
EGFLAM
EGFR
EGLN3
EGR1
EGR2
EGR3
EHBP1
EHD2
EHHADH
EID1
EID2B
EIF1
EIF1AD
EIF2AK1
EIF2AK2
EIF2AK3
EIF2S2
EIF3A
EIF4A2
EIF4B
EIF4E
EIF4E3
EIF4EBP2
EIF5A
EIF5A2
EIF5AL1
EIF5B
ELAC1
ELAVL1
ELAVL2
ELF2
ELF4
ELF5
ELK1
ELK3
ELL3
ELMO1
ELMO2
ELMOD2
ELMOD3
ELMSAN1
ELOF1
ELOVL1
ELOVL7
ELP5
EMC10
EMCN
EME1
EMILIN2
EMILIN3
EML5
EMP1
EMP2
EMX1
EMX2
ENAH
ENAM
ENC1
ENDOD1
ENDOU
ENG
ENGASE
ENO2
ENOPH1
ENPP5
ENPP6
ENSA
ENTHD1
ENTPD7
ENTPD8
ENY2
EOGT
EPAS1
EPB41L2
EPB41L3
EPB41L4B
EPC2
EPDR1
EPHA10
EPHA2
EPHA4
EPHA5
EPHA7
EPHA8
EPHB1
EPHB2
EPM2A
EPN3
EPS15
EPS8
EPSTI1
EPT1
ERAL1
ERAP1
ERBB2
ERBB3
ERCC6L2
ERG
ERGIC1
ERGIC2
ERI2
ERICH4
ERLEC1
ERMAP
ERMN
ERMP1
ERO1A
ERO1B
ERP27
ERP29
ERRFI1
ERVFRD-1
ESAM
ESCO2
ESM1
ESPN
ESR2
ESRP1
ESRP2
ESYT1
ESYT2
ESYT3
ETNK2
ETS1
ETS2
ETV1
ETV3L
ETV5
EVC
EVI5
EXO5
EXOC1
EXOC6
EXOSC1
EXOSC3
EXTL2
EXTL3
EYA1
EYA2
EYS
EZH1
EZR
F11R
F2R
F2RL2
F3
F7
F8
FAAP100
FADD
FADS2
FAF2
FAHD1
FAM102A
FAM103A1
FAM104A
FAM107A
FAM109B
FAM110A
FAM110D
FAM111B
FAM117A
FAM118A
FAM120A
FAM122A
FAM122B
FAM122C
FAM124B
FAM126A
FAM129A
FAM129B
FAM131A
FAM135A
FAM136A
FAM13A
FAM13B
FAM13C
FAM149A
FAM150B
FAM151B
FAM153A
FAM155B
FAM156A
FAM160B1
FAM160B2
FAM168B
FAM171A1
FAM172A
FAM174B
FAM175A
FAM177A1
FAM179B
FAM180A
FAM180B
FAM189A2
FAM189B
FAM196A
FAM196B
FAM199X
FAM19A1
FAM200B
FAM208B
FAM20A
FAM210B
FAM212B
FAM213A
FAM213B
FAM218A
FAM219B
FAM21C
FAM220A
FAM222A
FAM222B
FAM228A
FAM234B
FAM43A
FAM46A
FAM49A
FAM49B
FAM53C
FAM57B
FAM63B
FAM64A
FAM65C
FAM69A
FAM69B
FAM71F1
FAM72A
FAM72B
FAM72D
FAM76A
FAM83D
FAM83H
FAM84B
FAM86C1
FAM89A
FAM89B
FAM8A1
FAM91A1
FAN1
FANCA
FANCC
FANCD2
FANCE
FANCF
FANCI
FARP1
FAS
FAT1
FAT2
FAT4
FAXDC2
FBLN1
FBLN2
FBLN5
FBLN7
FBN2
FBRS
FBXL12
FBXL14
FBXL16
FBXL17
FBXL19
FBXL22
FBXL3
FBXL4
FBXL5
FBXO11
FBXO17
FBXO22
FBXO25
FBXO27
FBXO28
FBXO31
FBXO33
FBXO40
FBXO41
FBXO42
FBXO45
FBXO46
FBXO48
FBXO5
FBXO6
FBXO8
FBXO9
FBXW4
FBXW7
FCGR1A
FCGR3A
FCHO2
FCMR
FCRL6
FDX1
FEN1
FERMT1
FERMT2
FEZ1
FEZ2
FFAR3
FGD3
FGD4
FGD5
FGD6
FGF1
FGF11
FGF13
FGF17
FGF19
FGF2
FGF5
FGF7
FGF9
FGFBP3
FGFR1
FGFR1OP
FGFR1OP2
FGFR3
FGFRL1
FGL2
FHAD1
FHDC1
FHL1
FHL5
FHOD3
FIBCD1
FIGF
FIGN
FILIP1
FIZ1
FKBP10
FKBP1B
FKBP3
FKBP4
FKBP5
FLCN
FLG
FLG2
FLI1
FLNC
FLRT2
FLT1
FLT4
FLVCR1
FMN2
FMNL2
FMO2
FMOD
FN1
FNBP4
FNDC1
FNDC3A
FNDC4
FNDC5
FNIP2
FOS
FOSB
FOSL1
FOXA1
FOXC1
FOXD2
FOXD3
FOXD4
FOXD4L1
FOXD4L6
FOXE1
FOXH1
FOXI2
FOXJ1
FOXJ2
FOXJ3
FOXK1
FOXK2
FOXM1
FOXN2
FOXN3
FOXO1
FOXO4
FOXP2
FOXP3
FOXRED2
FPR3
FRA10AC1
FRAS1
FRAT2
FREM1
FRMD1
FRMD3
FRMD4A
FRMD4B
FRMD6
FRMPD4
FRY
FRYL
FSIP1
FSTL1
FSTL4
FTO
FTSJ1
FTSJ2
FUBP1
FUNDC1
FUS
FUT1
FUT10
FUT4
FUT7
FUT8
FXYD2
FXYD3
FXYD6
FYCO1
FZD4
FZD5
FZD7
FZD8
G3BP1
G6PD
GAA
GAB1
GAB2
GAB3
GABARAPL1
GABBR1
GABPA
GABPB1
GABRA2
GABRA4
GABRB3
GABRE
GABRG1
GABRP
GAD1
GAL3ST3
GALNS
GALNT1
GALNT11
GALNT12
GALNT15
GALNT16
GALNT6
GALNT7
GALNT8
GALR1
GANAB
GANC
GAPT
GART
GAS1
GAS2
GAS7
GATA3
GATA4
GATA5
GATA6
GATAD2A
GATS
GBA
GBE1
GBF1
GBP2
GBP5
GCFC2
GCH1
GCK
GCLM
GCNT4
GCOM1
GDA
GDE1
GDF10
GDF5
GDI1
GDI2
GDPD1
GDPD4
GDPD5
GEM
GEMIN7
GEN1
GFAP
GFER
GFOD1
GFRA2
GFRA3
GGPS1
GGT7
GHR
GID4
GID8
GIGYF1
GIMAP4
GIMAP5
GIMAP6
GIMAP8
GINS1
GINS2
GINS3
GINS4
GIPC1
GIPC2
GIT2
GJA3
GJA4
GJB2
GJB7
GJC2
GJD3
GK
GLB1L3
GLDN
GLE1
GLG1
GLI2
GLIPR1L2
GLIPR2
GLIS2
GLO1
GLP1R
GLRA3
GLRX5
GLS
GLT1D1
GLTSCR1
GLTSCR1L
GLYAT
GLYATL1
GLYCTK
GLYR1
GMNC
GNAI1
GNAI3
GNAL
GNAQ
GNAZ
GNB5
GNE
GNG12
GNG2
GNG7
GNL3L
GNPDA1
GNPDA2
GNPNAT1
GOLGA2
GOLGA5
GOLGA6L10
GOLGA6L9
GOLGA7B
GOLGA8B
GOLM1
GOLPH3
GOLPH3L
GOLT1B
GORAB
GORASP1
GORASP2
GOT1
GOT2
GPAM
GPAT3
GPATCH2
GPATCH2L
GPATCH4
GPATCH8
GPC4
GPC5
GPCPD1
GPD1
GPD1L
GPD2
GPER1
GPHN
GPIHBP1
GPLD1
GPM6A
GPM6B
GPN1
GPR12
GPR137B
GPR137C
GPR146
GPR155
GPR17
GPR37L1
GPR55
GPR62
GPR68
GPR88
GPRASP1
GPRASP2
GPRC5A
GPRC5B
GPRIN1
GPT2
GPX3
GPX8
GRAMD3
GRASP
GRB10
GRB2
GREM1
GREM2
GRHL2
GRHL3
GRIA1
GRIA3
GRIA4
GRID1
GRIK5
GRIN2A
GRIN2B
GRIN2D
GRIN3A
GRINA
GRIP2
GRK5
GRM4
GRM6
GRM7
GRM8
GRPEL2
GRSF1
GRWD1
GSK3A
GSK3B
GSKIP
GSPT1
GSPT2
GSR
GSTA4
GSTM2
GSTM5
GTDC1
GTF2E1
GTF2H1
GTF2IRD2
GTF2IRD2B
GTF3C1
GTF3C2
GTPBP3
GTPBP4
GTSE1
GUCA1A
GUCY1A3
GULP1
GYG2
GYPC
GYPE
GYS2
GZF1
H1F0
H2AFX
H2AFY
H3F3A
H6PD
HABP4
HACD3
HACD4
HACE1
HADH
HADHA
HAGHL
HAND2
HAP1
HAPLN1
HAPLN4
HARS2
HAS3
HBEGF
HBP1
HCAR1
HCAR2
HCAR3
HCFC1
HCFC2
HCN1
HCN2
HCN3
HDAC1
HDAC11
HDAC2
HDAC4
HDAC5
HDAC7
HDAC8
HDGF
HECA
HECTD3
HEG1
HELZ2
HEPACAM
HEPN1
HERC2
HERPUD2
HES6
HEY1
HEY2
HEYL
HFM1
HGF
HGH1
HGS
HHAT
HHIP
HIBADH
HIBCH
HIC1
HIC2
HID1
HIF3A
HIPK1
HIPK2
HIPK3
HIRA
HIST2H2BE
HIST2H2BF
HIVEP2
HJURP
HK1
HLA-E
HLCS
HLF
HLTF
HM13
HMG20B
HMGA1
HMGA2
HMGB2
HMGB3
HMGCLL1
HMGCR
HMGCS1
HMGCS2
HMGN1
HMGN2
HMMR
HMOX2
HN1
HN1L
HNMT
HNRNPA2B1
HNRNPAB
HNRNPC
HNRNPCL3
HNRNPDL
HNRNPF
HNRNPH3
HNRNPK
HNRNPR
HNRNPU
HNRNPUL1
HOGA1
HOOK1
HOOK3
HOPX
HOXA1
HOXA10
HOXA3
HOXA4
HOXA7
HOXA9
HOXB13
HOXB9
HOXC10
HOXC11
HOXC13
HOXD10
HOXD3
HOXD9
HP1BP3
HPGDS
HPRT1
HPS1
HPS3
HPS4
HPS5
HPSE2
HR
HRASLS5
HRCT1
HRH4
HRNR
HS3ST3A1
HS3ST4
HS6ST1
HS6ST3
HSBP1
HSD11B2
HSD17B11
HSD17B13
HSDL2
HSF2BP
HSH2D
HSP90AA1
HSPA12A
HSPA12B
HSPA13
HSPA4
HSPA5
HSPA9
HSPB6
HSPB7
HSPB8
HSPH1
HTATIP2
HTR1D
HTR2A
HTR4
HTRA4
HUNK
HUS1
HYAL1
HYOU1
HYPK
IBA57
IBSP
ICA1
ICA1L
ICAM4
ICE2
ID1
ID4
IDE
IDNK
IDS
IER2
IER3
IER3IP1
IER5L
IFFO1
IFFO2
IFNGR1
IFRD1
IFT22
IGF1
IGF2
IGF2BP1
IGF2BP2
IGFBP1
IGFBP3
IGFN1
IGSF1
IGSF10
IGSF3
IKBKE
IKZF4
IL11
IL12B
IL15RA
IL16
IL17D
IL17RA
IL17RD
IL17REL
IL18R1
IL1R1
IL1RAP
IL20
IL21R
IL22RA1
IL22RA2
IL24
IL27RA
IL33
IL6R
IL7
ILDR1
ILDR2
IMMP2L
INCENP
ING3
ING5
INHBA
INHBB
INMT
INO80
INPP5A
INPP5B
INPP5K
INPPL1
INSM1
IP6K1
IPO5
IPO9
IPPK
IQCK
IQGAP3
IQSEC1
IQSEC3
IRAK1
IRAK2
IRAK3
IRF4
IRF5
IRS1
IRS2
IRX4
IRX5
ISCA1
ISG20L2
ISLR2
ISM1
ISPD
IST1
ITFG2
ITGA1
ITGA10
ITGA11
ITGA6
ITGA9
ITGAX
ITGB1
ITGB1BP1
ITGB3
ITIH5
ITIH6
ITM2A
